"","topics","CaoJuan2009","Deveaud2014"
"1",50,0.0592128192406682,3.03828457777309
"2",49,0.0585980645586972,3.01904273998579
"3",48,0.0578481786886566,3.03957787228824
"4",47,0.0567579780020859,3.04842803112444
"5",46,0.0606710306129015,3.02566942406198
"6",45,0.0589168351694817,3.05477332439997
"7",44,0.0595824286859139,3.02800122919616
"8",43,0.0609938251259858,3.04301915872774
"9",42,0.0603130311156461,3.02574435977516
"10",41,0.0624277940659658,3.04456936331669
"11",40,0.0659789932801726,3.01819185061377
"12",39,0.062532145363008,3.04754884546121
"13",38,0.0647037576086866,3.02088580090083
"14",37,0.060796690547058,3.0685955623489
"15",36,0.0659753146611705,3.04904139635787
"16",35,0.0684467293987441,3.02711774928396
"17",34,0.0683260064058675,3.05517817574643
"18",33,0.065994376987198,3.04925420237003
"19",32,0.0716391732855968,3.04126552024558
"20",31,0.07109074148856,3.03729206477633
"21",30,0.0723501337289407,3.04489549664167
"22",29,0.0727475245935283,3.04941484476122
"23",28,0.0751999892126514,3.02502955377157
"24",27,0.0734430647878263,3.04133244911314
"25",26,0.0746617434537682,3.06162997918566
"26",25,0.0779086112522267,3.0250174690626
"27",24,0.0762236304971404,3.04468045123513
"28",23,0.0785839010370413,3.04001181615876
"29",22,0.0855793753601131,3.03034884673455
"30",21,0.082784113072717,3.02310330109888
"31",20,0.0810293469382709,3.01928370066009
"32",19,0.0857914270568295,3.02991645223678
"33",18,0.0840622167281128,3.02545178669302
"34",17,0.0975393021854746,3.02762455871424
"35",16,0.0953299084762918,2.98882894831768
"36",15,0.0983578137620181,2.98132724857235
"37",14,0.106030341778703,2.97385798427256
"38",13,0.102763462978321,2.96408461265932
"39",12,0.104324874293928,2.95355800132655
"40",11,0.111019220203437,2.95796356859623
"41",10,0.111920859192359,2.94780109556088
"42",9,0.118406702417673,2.88863534907053
"43",8,0.124399608621084,2.90283236172382
"44",7,0.125143138749573,2.91555892243616
"45",6,0.142014069009426,2.81434211857776
"46",5,0.15967140360731,2.75224143340635
"47",4,0.148876644386813,2.71747016474204
"48",3,0.171094722346846,2.60043056402357
"49",2,0.197949630183675,2.53091591929521
