"","topics","CaoJuan2009","Deveaud2014"
"1",50,0.0559611188310785,3.05617603534461
"2",49,0.0523423820870247,3.07945653521576
"3",48,0.0547308634751353,3.05653847035191
"4",47,0.0552845244314087,3.03869716017358
"5",46,0.0590597428492061,3.02781133367642
"6",45,0.0608044945862494,3.02330360038188
"7",44,0.0612599574562816,3.01835380680324
"8",43,0.0627524088004857,3.02329256001497
"9",42,0.0618818228633589,3.01575681976811
"10",41,0.0577860384072777,3.06114039990368
"11",40,0.0594065674155422,3.04239498800373
"12",39,0.0635512373295647,3.04144525723772
"13",38,0.056808770258502,3.07701051951797
"14",37,0.0653040629640272,3.03405116994813
"15",36,0.0659243243604681,3.03687364504962
"16",35,0.0669997845413462,3.04414455693242
"17",34,0.0693564984383489,3.03386235410811
"18",33,0.0674464984864801,3.02622216958367
"19",32,0.0694791211258791,3.03878805202076
"20",31,0.0714739590322155,3.05005459010261
"21",30,0.0716679300781826,3.03809895656749
"22",29,0.0665049705124795,3.05666052413304
"23",28,0.0712497554017226,3.05320178911244
"24",27,0.0732582522678051,3.0569196235143
"25",26,0.0736147406108777,3.0595741839845
"26",25,0.0751373577441644,3.05536552225497
"27",24,0.0825302780831868,3.01831776580924
"28",23,0.0816543921147665,3.04381255906263
"29",22,0.084143371553362,3.02700786929643
"30",21,0.0859342677641017,3.01595916120864
"31",20,0.0828858623952995,3.01946093902863
"32",19,0.087900601243639,3.0209697025277
"33",18,0.0872006652951857,3.00428382978955
"34",17,0.0897828527570317,3.01647624444455
"35",16,0.0887305586436673,2.98729213136214
"36",15,0.0971224301488364,2.96722207545692
"37",14,0.100468815140327,2.96895097030984
"38",13,0.0970926213490254,2.93707136935676
"39",12,0.100074543473101,2.98099322864778
"40",11,0.101867308424844,2.96753954119165
"41",10,0.110880001560991,2.94636913626263
"42",9,0.120739445167472,2.8934212753962
"43",8,0.123863482377695,2.90717022238248
"44",7,0.125854217475479,2.94236495846269
"45",6,0.133207928707879,2.84171304281697
"46",5,0.140098415844315,2.81808395489151
"47",4,0.143630638412916,2.79781825179152
"48",3,0.16380168331834,2.63219637985479
"49",2,0.178922054301424,2.55802402564297
