"","topics","CaoJuan2009","Deveaud2014"
"1",50,0.0572589995250573,3.05044790704899
"2",49,0.0564310176210912,3.04719402438746
"3",48,0.0598901312068762,3.01380432381004
"4",47,0.0565589556870476,3.04277170674124
"5",46,0.0593556210724655,3.04907629508365
"6",45,0.0589997273690192,3.04805680251147
"7",44,0.0601213693178594,3.04650394555655
"8",43,0.0577002474317573,3.07038534963612
"9",42,0.0617310836908438,3.03451081753709
"10",41,0.0634148263550506,3.02850582845055
"11",40,0.0646619568847603,3.04829683043946
"12",39,0.0631043566642368,3.06001591063978
"13",38,0.0660324213689474,3.04585312042668
"14",37,0.0702357908032054,3.0212573181355
"15",36,0.0666513053446265,3.05573219319664
"16",35,0.0686381302368088,3.03595887667425
"17",34,0.0690050686209899,3.03825013031756
"18",33,0.0689385552303068,3.04591998158077
"19",32,0.0702845761497721,3.04422160214155
"20",31,0.075064969688863,3.03233327813262
"21",30,0.0725382504324154,3.03787224301567
"22",29,0.0756640547071943,3.029237606959
"23",28,0.0744508836710536,3.0547760929123
"24",27,0.0770535540476787,3.05205285662482
"25",26,0.0826484544351596,3.03408402238232
"26",25,0.0844940752533585,3.01393570819018
"27",24,0.0829496563667982,3.01447978226869
"28",23,0.0857949443652696,3.02493830675571
"29",22,0.0823961581097928,3.02394193802048
"30",21,0.085042507811168,3.03382733838519
"31",20,0.0880458571343163,3.03809537752688
"32",19,0.0862878871365459,3.03699248991984
"33",18,0.0987106984157952,2.99687717367226
"34",17,0.101083224735993,2.97672935283459
"35",16,0.0975811116919641,2.98918253425786
"36",15,0.103550121295885,2.97643286468652
"37",14,0.105780854904568,2.98843399829927
"38",13,0.10754248337656,2.96625266553366
"39",12,0.10379193475092,2.97073589821692
"40",11,0.105578475046861,2.98445418809807
"41",10,0.115709375645404,2.94083157457683
"42",9,0.116028797497694,2.92840611224873
"43",8,0.133363983736938,2.87244037082341
"44",7,0.135173214037586,2.8897513368469
"45",6,0.136321460900005,2.82401573020199
"46",5,0.140067031321281,2.80565936384729
"47",4,0.147318390285902,2.74216014485289
"48",3,0.173973055890303,2.61129011634466
"49",2,0.276238479105271,2.33274390983338
