"–"
"<U+FB02>"
"<U+F03C>"
"<U+2713>"
"2"
"v"
"›"
"…"
"—"
"="
"<U+200B>"
"<U+57FA>"
"<U+25CF>"
"="
" "
"-"
"<U+FB00>"
"<U+751F>"
"¦"
"<U+F0B7>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"<U+FB00>"
"<U+200B>"
"<U+0E35>"
"›"
"…"
"—"
"<U+FB02>"
"2"
"="
"<U+57FA>"
"<U+25CF>"
"v"
"="
" "
"-"
"<U+751F>"
"<U+F03C>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"<U+25CF>"
" "
"…"
"="
"–"
"›"
"—"
"<U+FB02>"
"2"
"="
"<U+200B>"
"<U+57FA>"
"v"
"-"
"<U+FB00>"
"<U+751F>"
"<U+F03C>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"="
"—"
"›"
"<U+FB00>"
"<U+0E04>"
"…"
"<U+FB02>"
"2"
"<U+200B>"
"<U+57FA>"
"<U+25CF>"
"v"
"="
" "
"-"
"<U+751F>"
"<U+F03C>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"<U+200B>"
"<U+57FA>"
"<U+751F>"
"—"
"-"
"<U+0E35>"
"›"
"…"
"<U+FB02>"
"2"
"="
"<U+25CF>"
"v"
"="
" "
"<U+FB00>"
"<U+F03C>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"—"
"<U+FB00>"
"›"
"…"
"<U+FB02>"
"2"
"="
"<U+200B>"
"<U+57FA>"
"<U+25CF>"
"v"
"="
" "
"-"
"<U+751F>"
"<U+F03C>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"v"
"<U+F03C>"
"›"
"…"
"—"
"<U+FB02>"
"2"
"="
"<U+200B>"
"<U+57FA>"
"<U+25CF>"
"="
" "
"-"
"<U+FB00>"
"<U+751F>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"<U+F0B7>"
"="
"<U+751F>"
"<U+0E04>"
"›"
"…"
"—"
"<U+FB02>"
"2"
"="
"<U+200B>"
"<U+57FA>"
"<U+25CF>"
"v"
" "
"-"
"<U+FB00>"
"<U+F03C>"
"¦"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"="
"<U+751F>"
"›"
"…"
"—"
"<U+FB02>"
"2"
"="
"<U+200B>"
"<U+57FA>"
"<U+25CF>"
"v"
" "
"-"
"<U+FB00>"
"<U+F03C>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"–"
"—"
"-"
"<U+200B>"
"<U+FB00>"
"›"
"…"
"<U+FB02>"
"2"
"="
"<U+57FA>"
"<U+25CF>"
"v"
"="
" "
"<U+751F>"
"<U+F03C>"
"¦"
"<U+F0B7>"
"<U+2713>"
"<U+0E07>"
"<U+0E27>"
"<U+0E2B>"
"<U+0E31>"
"<U+0E32>"
"<U+0E48>"
"<U+0E49>"
"<U+0E04>"
"<U+0E23>"
"<U+0E33>"
"<U+0E38>"
"<U+0E08>"
"<U+0E0A>"
"<U+0E14>"
"<U+0E15>"
"<U+0E17>"
"<U+0E18>"
"<U+0E1A>"
"<U+0E1B>"
"<U+0E1E>"
"<U+0E1F>"
"<U+0E20>"
"<U+0E22>"
"<U+0E25>"
"<U+0E28>"
"<U+0E2D>"
"<U+0E30>"
"<U+0E34>"
"<U+0E35>"
"<U+0E39>"
"<U+0E40>"
"<U+0E41>"
"<U+0E4C>"
"<U+0E42>"
"<U+0E44>"
"<U+0E32>"
"<U+0E23>"
"<U+0E34>"
"<U+0E31>"
"<U+0E27>"
"<U+0E07>"
"<U+0E04>"
"<U+0E40>"
"<U+0E48>"
"<U+0E1B>"
"›"
"¦"
"="
"<U+200B>"
"<U+F0B7>"
"<U+0E35>"
"–"
"…"
"—"
"<U+FB02>"
"2"
"<U+57FA>"
"<U+25CF>"
"v"
"="
" "
"-"
"<U+FB00>"
"<U+751F>"
"<U+F03C>"
"<U+2713>"
"<U+0E07>"
