FilePath,DocumentName,Company,Year,Report
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE COMMERCIAL TRUST_2020_SUS.pdf,MAPLETREE COMMERCIAL TRUST_2020_SUS.pdf,MAPLETREE COMMERCIAL TRUST,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE COMMERCIAL TRUST_2021_SUS.pdf,MAPLETREE COMMERCIAL TRUST_2021_SUS.pdf,MAPLETREE COMMERCIAL TRUST,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE INDUSTRIAL TRUST_2015_SUS.pdf,MAPLETREE INDUSTRIAL TRUST_2015_SUS.pdf,MAPLETREE INDUSTRIAL TRUST,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE INDUSTRIAL TRUST_2016_SUS.pdf,MAPLETREE INDUSTRIAL TRUST_2016_SUS.pdf,MAPLETREE INDUSTRIAL TRUST,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE INDUSTRIAL TRUST_2017_SUS.pdf,MAPLETREE INDUSTRIAL TRUST_2017_SUS.pdf,MAPLETREE INDUSTRIAL TRUST,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE INDUSTRIAL TRUST_2018_SUS.pdf,MAPLETREE INDUSTRIAL TRUST_2018_SUS.pdf,MAPLETREE INDUSTRIAL TRUST,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE INDUSTRIAL TRUST_2019_SUS.pdf,MAPLETREE INDUSTRIAL TRUST_2019_SUS.pdf,MAPLETREE INDUSTRIAL TRUST,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE INDUSTRIAL TRUST_2020_SUS.pdf,MAPLETREE INDUSTRIAL TRUST_2020_SUS.pdf,MAPLETREE INDUSTRIAL TRUST,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE INDUSTRIAL TRUST_2021_SUS.pdf,MAPLETREE INDUSTRIAL TRUST_2021_SUS.pdf,MAPLETREE INDUSTRIAL TRUST,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE LOGISTICS TRUST_2015_SUS.pdf,MAPLETREE LOGISTICS TRUST_2015_SUS.pdf,MAPLETREE LOGISTICS TRUST,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE LOGISTICS TRUST_2016_SUS.pdf,MAPLETREE LOGISTICS TRUST_2016_SUS.pdf,MAPLETREE LOGISTICS TRUST,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE LOGISTICS TRUST_2017_SUS.pdf,MAPLETREE LOGISTICS TRUST_2017_SUS.pdf,MAPLETREE LOGISTICS TRUST,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE LOGISTICS TRUST_2018_SUS.pdf,MAPLETREE LOGISTICS TRUST_2018_SUS.pdf,MAPLETREE LOGISTICS TRUST,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE LOGISTICS TRUST_2019_SUS.pdf,MAPLETREE LOGISTICS TRUST_2019_SUS.pdf,MAPLETREE LOGISTICS TRUST,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE LOGISTICS TRUST_2020_SUS.pdf,MAPLETREE LOGISTICS TRUST_2020_SUS.pdf,MAPLETREE LOGISTICS TRUST,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\MAPLETREE LOGISTICS TRUST_2021_SUS.pdf,MAPLETREE LOGISTICS TRUST_2021_SUS.pdf,MAPLETREE LOGISTICS TRUST,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\OVERSEA-CHINESE BANKING CORP_2015_SUS.pdf,OVERSEA-CHINESE BANKING CORP_2015_SUS.pdf,OVERSEA-CHINESE BANKING CORP,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\OVERSEA-CHINESE BANKING CORP_2016_SUS.pdf,OVERSEA-CHINESE BANKING CORP_2016_SUS.pdf,OVERSEA-CHINESE BANKING CORP,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\OVERSEA-CHINESE BANKING CORP_2017_SUS.pdf,OVERSEA-CHINESE BANKING CORP_2017_SUS.pdf,OVERSEA-CHINESE BANKING CORP,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\OVERSEA-CHINESE BANKING CORP_2018_SUS.pdf,OVERSEA-CHINESE BANKING CORP_2018_SUS.pdf,OVERSEA-CHINESE BANKING CORP,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\OVERSEA-CHINESE BANKING CORP_2019_SUS.pdf,OVERSEA-CHINESE BANKING CORP_2019_SUS.pdf,OVERSEA-CHINESE BANKING CORP,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\OVERSEA-CHINESE BANKING CORP_2020_SUS.pdf,OVERSEA-CHINESE BANKING CORP_2020_SUS.pdf,OVERSEA-CHINESE BANKING CORP,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\OVERSEA-CHINESE BANKING CORP_2021_SUS.pdf,OVERSEA-CHINESE BANKING CORP_2021_SUS.pdf,OVERSEA-CHINESE BANKING CORP,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SATS LTD._2015_SUS.pdf,SATS LTD._2015_SUS.pdf,SATS LTD.,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SATS LTD._2016_SUS.pdf,SATS LTD._2016_SUS.pdf,SATS LTD.,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SATS LTD._2017_SUS.pdf,SATS LTD._2017_SUS.pdf,SATS LTD.,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SATS LTD._2018_SUS.pdf,SATS LTD._2018_SUS.pdf,SATS LTD.,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SATS LTD._2019_SUS.pdf,SATS LTD._2019_SUS.pdf,SATS LTD.,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SATS LTD._2020_SUS.pdf,SATS LTD._2020_SUS.pdf,SATS LTD.,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SATS LTD._2021_SUS.pdf,SATS LTD._2021_SUS.pdf,SATS LTD.,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SEMBCORP INDUSTRIES LTD_2015_SUS.pdf,SEMBCORP INDUSTRIES LTD_2015_SUS.pdf,SEMBCORP INDUSTRIES LTD,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SEMBCORP INDUSTRIES LTD_2016_SUS.pdf,SEMBCORP INDUSTRIES LTD_2016_SUS.pdf,SEMBCORP INDUSTRIES LTD,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SEMBCORP INDUSTRIES LTD_2017_SUS.pdf,SEMBCORP INDUSTRIES LTD_2017_SUS.pdf,SEMBCORP INDUSTRIES LTD,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SEMBCORP INDUSTRIES LTD_2018_SUS.pdf,SEMBCORP INDUSTRIES LTD_2018_SUS.pdf,SEMBCORP INDUSTRIES LTD,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SEMBCORP INDUSTRIES LTD_2019_SUS.pdf,SEMBCORP INDUSTRIES LTD_2019_SUS.pdf,SEMBCORP INDUSTRIES LTD,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SEMBCORP INDUSTRIES LTD_2020_SUS.pdf,SEMBCORP INDUSTRIES LTD_2020_SUS.pdf,SEMBCORP INDUSTRIES LTD,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SEMBCORP INDUSTRIES LTD_2021_SUS.pdf,SEMBCORP INDUSTRIES LTD_2021_SUS.pdf,SEMBCORP INDUSTRIES LTD,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE AIRLINES LTD_2015_SUS.pdf,SINGAPORE AIRLINES LTD_2015_SUS.pdf,SINGAPORE AIRLINES LTD,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE AIRLINES LTD_2016_SUS.pdf,SINGAPORE AIRLINES LTD_2016_SUS.pdf,SINGAPORE AIRLINES LTD,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE AIRLINES LTD_2017_SUS.pdf,SINGAPORE AIRLINES LTD_2017_SUS.pdf,SINGAPORE AIRLINES LTD,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE AIRLINES LTD_2018_SUS.pdf,SINGAPORE AIRLINES LTD_2018_SUS.pdf,SINGAPORE AIRLINES LTD,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE AIRLINES LTD_2019_SUS.pdf,SINGAPORE AIRLINES LTD_2019_SUS.pdf,SINGAPORE AIRLINES LTD,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE AIRLINES LTD_2020_SUS.pdf,SINGAPORE AIRLINES LTD_2020_SUS.pdf,SINGAPORE AIRLINES LTD,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE AIRLINES LTD_2021_SUS.pdf,SINGAPORE AIRLINES LTD_2021_SUS.pdf,SINGAPORE AIRLINES LTD,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE EXCHANGE LIMITED_2015_SUS.pdf,SINGAPORE EXCHANGE LIMITED_2015_SUS.pdf,SINGAPORE EXCHANGE LIMITED,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE EXCHANGE LIMITED_2016_SUS.pdf,SINGAPORE EXCHANGE LIMITED_2016_SUS.pdf,SINGAPORE EXCHANGE LIMITED,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE EXCHANGE LIMITED_2017_SUS.pdf,SINGAPORE EXCHANGE LIMITED_2017_SUS.pdf,SINGAPORE EXCHANGE LIMITED,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE EXCHANGE LIMITED_2018_SUS.pdf,SINGAPORE EXCHANGE LIMITED_2018_SUS.pdf,SINGAPORE EXCHANGE LIMITED,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE EXCHANGE LIMITED_2019_SUS.pdf,SINGAPORE EXCHANGE LIMITED_2019_SUS.pdf,SINGAPORE EXCHANGE LIMITED,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE EXCHANGE LIMITED_2020_SUS.pdf,SINGAPORE EXCHANGE LIMITED_2020_SUS.pdf,SINGAPORE EXCHANGE LIMITED,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE EXCHANGE LIMITED_2021_SUS.pdf,SINGAPORE EXCHANGE LIMITED_2021_SUS.pdf,SINGAPORE EXCHANGE LIMITED,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE TECH ENGINEERING LTD_2015_SUS.pdf,SINGAPORE TECH ENGINEERING LTD_2015_SUS.pdf,SINGAPORE TECH ENGINEERING LTD,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE TECH ENGINEERING LTD_2016_SUS.pdf,SINGAPORE TECH ENGINEERING LTD_2016_SUS.pdf,SINGAPORE TECH ENGINEERING LTD,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE TECH ENGINEERING LTD_2017_SUS.pdf,SINGAPORE TECH ENGINEERING LTD_2017_SUS.pdf,SINGAPORE TECH ENGINEERING LTD,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE TECH ENGINEERING LTD_2018_SUS.pdf,SINGAPORE TECH ENGINEERING LTD_2018_SUS.pdf,SINGAPORE TECH ENGINEERING LTD,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE TECH ENGINEERING LTD_2019_SUS.pdf,SINGAPORE TECH ENGINEERING LTD_2019_SUS.pdf,SINGAPORE TECH ENGINEERING LTD,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE TECH ENGINEERING LTD_2020_SUS.pdf,SINGAPORE TECH ENGINEERING LTD_2020_SUS.pdf,SINGAPORE TECH ENGINEERING LTD,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGAPORE TECH ENGINEERING LTD_2021_SUS.pdf,SINGAPORE TECH ENGINEERING LTD_2021_SUS.pdf,SINGAPORE TECH ENGINEERING LTD,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGTEL_2015_SUS.pdf,SINGTEL_2015_SUS.pdf,SINGTEL,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGTEL_2016_SUS.pdf,SINGTEL_2016_SUS.pdf,SINGTEL,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGTEL_2017_SUS.pdf,SINGTEL_2017_SUS.pdf,SINGTEL,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGTEL_2018_SUS.pdf,SINGTEL_2018_SUS.pdf,SINGTEL,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGTEL_2019_SUS.pdf,SINGTEL_2019_SUS.pdf,SINGTEL,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGTEL_2020_SUS.pdf,SINGTEL_2020_SUS.pdf,SINGTEL,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\SINGTEL_2021_SUS.pdf,SINGTEL_2021_SUS.pdf,SINGTEL,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\THAI BEVERAGE PUBLIC CO LTD_2015_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD_2015_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\THAI BEVERAGE PUBLIC CO LTD_2016_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD_2016_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\THAI BEVERAGE PUBLIC CO LTD_2017_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD_2017_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\THAI BEVERAGE PUBLIC CO LTD_2018_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD_2018_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\THAI BEVERAGE PUBLIC CO LTD_2019_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD_2019_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\THAI BEVERAGE PUBLIC CO LTD_2020_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD_2020_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\THAI BEVERAGE PUBLIC CO LTD_2021_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD_2021_SUS.pdf,THAI BEVERAGE PUBLIC CO LTD,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UNITED OVERSEAS BANK LTD_2015_SUS.pdf,UNITED OVERSEAS BANK LTD_2015_SUS.pdf,UNITED OVERSEAS BANK LTD,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UNITED OVERSEAS BANK LTD_2016_SUS.pdf,UNITED OVERSEAS BANK LTD_2016_SUS.pdf,UNITED OVERSEAS BANK LTD,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UNITED OVERSEAS BANK LTD_2017_SUS.pdf,UNITED OVERSEAS BANK LTD_2017_SUS.pdf,UNITED OVERSEAS BANK LTD,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UNITED OVERSEAS BANK LTD_2018_SUS.pdf,UNITED OVERSEAS BANK LTD_2018_SUS.pdf,UNITED OVERSEAS BANK LTD,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UNITED OVERSEAS BANK LTD_2019_SUS.pdf,UNITED OVERSEAS BANK LTD_2019_SUS.pdf,UNITED OVERSEAS BANK LTD,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UNITED OVERSEAS BANK LTD_2020_SUS.pdf,UNITED OVERSEAS BANK LTD_2020_SUS.pdf,UNITED OVERSEAS BANK LTD,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UNITED OVERSEAS BANK LTD_2021_SUS.pdf,UNITED OVERSEAS BANK LTD_2021_SUS.pdf,UNITED OVERSEAS BANK LTD,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UOL GROUP LIMITED_2015_SUS.pdf,UOL GROUP LIMITED_2015_SUS.pdf,UOL GROUP LIMITED,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UOL GROUP LIMITED_2016_SUS.pdf,UOL GROUP LIMITED_2016_SUS.pdf,UOL GROUP LIMITED,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UOL GROUP LIMITED_2017_SUS.pdf,UOL GROUP LIMITED_2017_SUS.pdf,UOL GROUP LIMITED,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UOL GROUP LIMITED_2018_SUS.pdf,UOL GROUP LIMITED_2018_SUS.pdf,UOL GROUP LIMITED,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UOL GROUP LIMITED_2019_SUS.pdf,UOL GROUP LIMITED_2019_SUS.pdf,UOL GROUP LIMITED,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UOL GROUP LIMITED_2020_SUS.pdf,UOL GROUP LIMITED_2020_SUS.pdf,UOL GROUP LIMITED,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\UOL GROUP LIMITED_2021_SUS.pdf,UOL GROUP LIMITED_2021_SUS.pdf,UOL GROUP LIMITED,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\VENTURE CORPORATION LIMITED_2017_SUS.pdf,VENTURE CORPORATION LIMITED_2017_SUS.pdf,VENTURE CORPORATION LIMITED,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\VENTURE CORPORATION LIMITED_2018_SUS.pdf,VENTURE CORPORATION LIMITED_2018_SUS.pdf,VENTURE CORPORATION LIMITED,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\VENTURE CORPORATION LIMITED_2019_SUS.pdf,VENTURE CORPORATION LIMITED_2019_SUS.pdf,VENTURE CORPORATION LIMITED,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\VENTURE CORPORATION LIMITED_2020_SUS.pdf,VENTURE CORPORATION LIMITED_2020_SUS.pdf,VENTURE CORPORATION LIMITED,2020,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\VENTURE CORPORATION LIMITED_2021_SUS.pdf,VENTURE CORPORATION LIMITED_2021_SUS.pdf,VENTURE CORPORATION LIMITED,2021,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\WILMAR INTERNATIONAL LIMITED_2015_SUS.pdf,WILMAR INTERNATIONAL LIMITED_2015_SUS.pdf,WILMAR INTERNATIONAL LIMITED,2015,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\WILMAR INTERNATIONAL LIMITED_2016_SUS.pdf,WILMAR INTERNATIONAL LIMITED_2016_SUS.pdf,WILMAR INTERNATIONAL LIMITED,2016,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\WILMAR INTERNATIONAL LIMITED_2017_SUS.pdf,WILMAR INTERNATIONAL LIMITED_2017_SUS.pdf,WILMAR INTERNATIONAL LIMITED,2017,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\WILMAR INTERNATIONAL LIMITED_2018_SUS.pdf,WILMAR INTERNATIONAL LIMITED_2018_SUS.pdf,WILMAR INTERNATIONAL LIMITED,2018,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\WILMAR INTERNATIONAL LIMITED_2019_SUS.pdf,WILMAR INTERNATIONAL LIMITED_2019_SUS.pdf,WILMAR INTERNATIONAL LIMITED,2019,SUS
C:\Users\Jeremy Chia\Documents\GitHub\NLP-SustainabilityReports-FinancialPerformance\Sustainability Reports or Annual Reports\WILMAR INTERNATIONAL LIMITED_2020_SUS.pdf,WILMAR INTERNATIONAL LIMITED_2020_SUS.pdf,WILMAR INTERNATIONAL LIMITED,2020,SUS
