time,open,high,low,close,Volume,Volume MA
1987-01-01T01:00:00Z,1.629314,1.752613,1.620506,1.726192,24894677,NaN
1987-02-02T01:00:00Z,1.726192,2.008019,1.726192,1.97279,30202896,NaN
1987-03-02T01:00:00Z,1.97279,2.078476,1.831877,1.990405,36339988,NaN
1987-04-01T01:00:00Z,1.990405,2.254618,1.955176,2.219389,18751903,NaN
1987-05-01T01:00:00Z,2.219389,2.536445,2.166547,2.465988,35681430,NaN
1987-06-01T01:00:00Z,2.465988,2.501216,2.254618,2.272232,31043125,NaN
1987-07-01T01:00:00Z,2.272232,2.518831,2.254618,2.501216,42885842,NaN
1987-08-03T01:00:00Z,2.501216,2.64213,2.483602,2.554059,32808747,NaN
1987-09-01T01:00:00Z,2.554059,2.64213,2.448374,2.536445,20954673,NaN
1987-10-01T01:00:00Z,2.536445,2.624516,1.391522,1.567664,169505275,NaN
1987-11-02T01:00:00Z,1.638121,1.690963,1.558857,1.576471,45383827,NaN
1987-12-01T01:00:00Z,1.55005,1.620506,1.391522,1.576471,41023710,NaN
1988-01-01T01:00:00Z,1.576471,1.76142,1.558857,1.752613,37361890,NaN
1988-02-01T01:00:00Z,1.752613,1.849491,1.69977,1.849491,30271023,NaN
1988-03-01T01:00:00Z,1.849491,2.060861,1.831877,1.937562,32757650,NaN
1988-04-01T01:00:00Z,1.919948,2.025633,1.902334,2.008019,15016283,NaN
1988-05-02T01:00:00Z,2.008019,2.025633,1.937562,1.990405,17321242,NaN
1988-06-01T01:00:00Z,1.990405,2.025633,1.919948,1.990405,24429143,NaN
1988-07-01T01:00:00Z,2.008019,2.148932,1.955176,2.131318,25610012,NaN
1988-08-01T01:00:00Z,2.148932,2.237003,1.955176,1.990405,19705682,36597450.9
1988-09-01T01:00:00Z,1.97279,2.043247,1.937562,1.990405,9889737,35847203.9
1988-10-03T01:00:00Z,1.97279,2.148932,1.937562,2.113704,17849224,35229520.3
1988-11-01T01:00:00Z,2.131318,2.184161,2.078476,2.166547,25422658,34683653.8
1988-12-01T01:00:00Z,2.148932,2.272232,2.148932,2.219389,14635907,34477854
1989-01-02T01:00:00Z,2.237003,2.448374,2.219389,2.43076,23850064,33886285.7
1989-02-01T01:00:00Z,2.43076,2.465988,2.342689,2.360303,16418563,33155057.6
1989-03-01T01:00:00Z,2.360303,2.465988,2.342689,2.395531,20131476,32017339.3
1989-04-03T01:00:00Z,2.395531,2.483602,2.30746,2.377917,21374789,31445641.4
1989-05-01T01:00:00Z,2.395531,2.554059,2.377917,2.395531,31128285,31954322
1989-06-01T01:00:00Z,2.395531,2.43076,2.219389,2.413145,29328598,24945488.15
1989-07-03T01:00:00Z,2.413145,2.677358,2.395531,2.606902,50652303,25208911.95
1989-08-01T01:00:00Z,2.606902,2.64213,2.465988,2.483602,13903545,23852903.7
1989-09-01T01:00:00Z,2.483602,2.571673,2.43076,2.501216,11235244,22546571.4
1989-10-02T01:00:00Z,2.483602,2.554059,2.219389,2.43076,28170444,22441542.45
1989-11-01T01:00:00Z,2.43076,2.483602,2.377917,2.448374,12342305,21420775.2
1989-12-01T01:00:00Z,2.448374,2.624516,2.43076,2.554059,20614039,21700663
1990-01-01T01:00:00Z,2.554059,2.677358,2.501216,2.589287,29958773,22332539.55
1990-02-01T01:00:00Z,2.589287,2.624516,2.395531,2.501216,21312341,22176699.45
1990-03-01T01:00:00Z,2.483602,2.518831,2.448374,2.465988,13080346,21550216.15
1990-04-02T01:00:00Z,2.465988,2.465988,2.272232,2.272232,20296115,21579737.8
1990-05-01T01:00:00Z,2.272232,2.43076,2.237003,2.360303,20188246,22094663.25
1990-06-01T01:00:00Z,2.360303,2.448374,2.289846,2.360303,12892997,21846851.9
1990-07-02T01:00:00Z,2.360303,2.571673,2.272232,2.554059,25337500,21842594
1990-08-01T01:00:00Z,2.554059,2.589287,1.734999,2.025633,59503118,24085954.55
1990-09-03T01:00:00Z,2.025633,2.060861,1.76142,1.779034,18184181,23802660.4
1990-10-01T01:00:00Z,1.779034,1.884719,1.726192,1.76142,25258019,24244633.2
1990-11-01T01:00:00Z,1.76142,1.796648,1.726192,1.734999,7471231,23611620.95
1990-12-03T01:00:00Z,1.752613,1.919948,1.752613,1.796648,6489073,22867335.15
1991-01-01T01:00:00Z,1.796648,1.902334,1.726192,1.814263,17979801,22209910.95
1991-02-01T01:00:00Z,1.814263,2.237003,1.796648,2.219389,27358597,22111410.9
1991-03-01T01:00:00Z,2.201775,2.325074,2.166547,2.219389,22657845,20711688
1991-04-01T01:00:00Z,2.219389,2.325074,2.201775,2.254618,18939254,20963473.45
1991-05-01T01:00:00Z,2.254618,2.395531,2.237003,2.377917,18768937,21340158.1
1991-06-03T01:00:00Z,2.377917,2.43076,2.342689,2.413145,11246600,20493965.9
1991-07-01T01:00:00Z,2.395531,2.413145,2.30746,2.395531,11558846,20454792.95
1991-08-01T01:00:00Z,2.395531,2.395531,2.078476,2.342689,16253922,20236787.1
1991-09-02T01:00:00Z,2.342689,2.43076,2.201775,2.289846,10190631,19248380
1991-10-01T01:00:00Z,2.272232,2.30746,2.237003,2.272232,27784389,19571982.4
1991-11-01T01:00:00Z,2.272232,2.30746,2.219389,2.272232,39252413,20880585.75
1991-12-02T01:00:00Z,2.272232,2.30746,2.254618,2.30746,20931965,20912378.25
1992-01-01T01:00:00Z,2.30746,2.377917,2.289846,2.30746,30838745,21444903.2
1992-02-03T01:00:00Z,2.289846,2.289846,2.219389,2.237003,14953834,21547945.05
1992-03-02T01:00:00Z,2.219389,2.254618,2.184161,2.201775,5109504,20536545.25
1992-04-01T01:00:00Z,2.184161,2.184161,2.09609,2.184161,5416073,17832193
1992-05-01T01:00:00Z,2.184161,2.237003,2.131318,2.237003,7278211,17286894.5
1992-06-01T01:00:00Z,2.237003,2.237003,2.166547,2.201775,7130597,16380523.4
1992-07-01T01:00:00Z,2.219389,2.536445,2.219389,2.448374,31815230,17597723.35
1992-08-03T01:00:00Z,2.43076,2.43076,2.184161,2.360303,27290472,18637793.3
