time,open,high,low,close,Volume,Volume MA
2007-04-02T01:00:00Z,0.74512987,0.76720779,0.69545455,0.70097403,557908000,NaN
2007-05-01T01:00:00Z,0.72857143,1.08733766,0.72305195,0.94935065,562724000,NaN
2007-06-01T01:00:00Z,0.96590909,1.14805195,0.95487013,1.05974026,319078000,NaN
2007-07-02T01:00:00Z,1.06525974,1.26396104,1.05422078,1.0762987,261940000,NaN
2007-08-01T01:00:00Z,1.0762987,1.08181818,0.75064935,1.02662338,367404000,NaN
2007-09-03T01:00:00Z,1.04318182,1.25844156,0.96038961,1.23084416,290070000,NaN
2007-10-01T01:00:00Z,1.29707792,1.58409091,1.28603896,1.40194805,773135000,NaN
2007-11-01T01:00:00Z,1.41298701,1.42954545,1.02662338,1.09285714,629707000,NaN
2007-12-03T01:00:00Z,1.10941558,1.20876623,1.0211039,1.1038961,409877000,NaN
2008-01-01T01:00:00Z,1.09837662,1.11493506,0.64025974,0.69545455,922358000,NaN
2008-02-01T01:00:00Z,0.71753247,0.81688312,0.57954545,0.5961039,604197000,NaN
2008-03-03T01:00:00Z,0.55746753,0.57402597,0.43051948,0.51883117,828677000,NaN
2008-04-01T01:00:00Z,0.53538961,0.62922078,0.49123377,0.59058442,768575000,NaN
2008-05-01T01:00:00Z,0.60162338,0.65681818,0.52987013,0.53814935,512286000,NaN
2008-06-02T01:00:00Z,0.53538961,0.55194805,0.46363636,0.46915584,289240000,NaN
2008-07-01T01:00:00Z,0.46363636,0.47191558,0.42224026,0.44155844,339201000,NaN
2008-08-01T01:00:00Z,0.43603896,0.44155844,0.31461039,0.33392857,483678000,NaN
2008-09-01T01:00:00Z,0.33116883,0.35048701,0.25665584,0.27321429,404760000,NaN
2008-10-01T01:00:00Z,0.27321429,0.28149351,0.14902597,0.17662338,403766000,NaN
2008-11-03T01:00:00Z,0.17938312,0.25941558,0.17938312,0.22905844,477603000,510309200
2008-12-01T01:00:00Z,0.22905844,0.29529221,0.22077922,0.25113636,262976000,495562600
