Company,Year,page,afinn,bing,nrc,loughran,jockers,average_sentiment
ASCENDAS REAL ESTATE INV TRUST,2021,70,-7,0,-4,-2,0.05,-2.59
ASCENDAS REAL ESTATE INV TRUST,2021,71,10,7,17,2,11.05,9.41
ASCENDAS REAL ESTATE INV TRUST,2021,72,12,5,10,1,9.45,7.49
ASCENDAS REAL ESTATE INV TRUST,2021,73,2,4,18,-3,9.9,6.18
ASCENDAS REAL ESTATE INV TRUST,2021,74,-2,3,14,1,10.1,5.22
ASCENDAS REAL ESTATE INV TRUST,2021,75,3,2,16,-6,13.5,5.7
ASCENDAS REAL ESTATE INV TRUST,2021,76,-1,0,16,-1,10,4.8
ASCENDAS REAL ESTATE INV TRUST,2021,77,2,3,14,-3,11.85,5.57
ASCENDAS REAL ESTATE INV TRUST,2021,78,-8,-11,14,-11,-1.5,-3.5
ASCENDAS REAL ESTATE INV TRUST,2021,79,14,8,3,-3,7.95,5.99
ASCENDAS REAL ESTATE INV TRUST,2021,80,-2,2,0,0,3.85,0.77
ASCENDAS REAL ESTATE INV TRUST,2021,81,-4,10,14,-6,9.5,4.7
ASCENDAS REAL ESTATE INV TRUST,2021,82,0,0,2,0,0.4,0.48
CAPITALAND INTEGRATED COMM TR,2015,1,16,6,12,2,16.45,10.49
CAPITALAND INTEGRATED COMM TR,2015,2,16,4,17,4,18.15,11.83
CAPITALAND INTEGRATED COMM TR,2015,3,4,4,3,0,5.15,3.23
CAPITALAND INTEGRATED COMM TR,2015,4,20,16,23,2,18.25,15.85
CAPITALAND INTEGRATED COMM TR,2015,5,8,8,21,-5,24.55,11.31
CAPITALAND INTEGRATED COMM TR,2015,6,35,27,50,4,40.3,31.26
CAPITALAND INTEGRATED COMM TR,2015,7,44,20,57,6,39.7,33.34
CAPITALAND INTEGRATED COMM TR,2015,8,57,41,73,18,59.95,49.79
CAPITALAND INTEGRATED COMM TR,2015,9,28,27,44,1,34.15,26.83
CAPITALAND INTEGRATED COMM TR,2016,1,42,33,32,11,40.45,31.69
CAPITALAND INTEGRATED COMM TR,2016,2,21,21,30,7,33.6,22.52
CAPITALAND INTEGRATED COMM TR,2016,3,42,17,35,11,35.3,28.06
CAPITALAND INTEGRATED COMM TR,2016,4,26,10,27,12,28.35,20.67
CAPITALAND INTEGRATED COMM TR,2016,5,-1,-1,14,4,8.85,4.97
CAPITALAND INTEGRATED COMM TR,2016,6,15,13,29,5,30.45,18.49
CAPITALAND INTEGRATED COMM TR,2016,7,22,17,37,0,25.05,20.21
CAPITALAND INTEGRATED COMM TR,2016,8,33,23,37,14,34.85,28.37
CAPITALAND INTEGRATED COMM TR,2016,9,8,6,13,7,12.85,9.37
CAPITALAND INTEGRATED COMM TR,2016,10,7,6,12,4,9.95,7.79
CAPITALAND INTEGRATED COMM TR,2016,11,2,3,2,1,5.05,2.61
CAPITALAND INTEGRATED COMM TR,2016,12,-9,-9,4,0,1.05,-2.59
CAPITALAND INTEGRATED COMM TR,2016,13,45,32,55,15,41.45,37.69
CAPITALAND INTEGRATED COMM TR,2016,14,30,27,26,4,28.3,23.06
CAPITALAND INTEGRATED COMM TR,2016,15,62,46,78,11,63.15,52.03
CAPITALAND INTEGRATED COMM TR,2016,16,30,17,31,-10,27.85,19.17
CAPITALAND INTEGRATED COMM TR,2016,17,33,30,38,-2,41.45,28.09
CAPITALAND INTEGRATED COMM TR,2016,18,-9,0,8,-5,10.45,0.89
CAPITALAND INTEGRATED COMM TR,2016,19,45,39,58,5,50.45,39.49
CAPITALAND INTEGRATED COMM TR,2016,20,80,22,59,5,51.75,43.55
CAPITALAND INTEGRATED COMM TR,2017,1,19,19,15,8,23.85,16.97
CAPITALAND INTEGRATED COMM TR,2017,2,4,8,16,2,18.55,9.71
CAPITALAND INTEGRATED COMM TR,2017,3,21,14,19,-1,19.95,14.59
CAPITALAND INTEGRATED COMM TR,2017,4,24,21,30,8,33.2,23.24
CAPITALAND INTEGRATED COMM TR,2017,5,18,9,24,6,16.15,14.63
CAPITALAND INTEGRATED COMM TR,2017,6,14,9,17,5,15.85,12.17
CAPITALAND INTEGRATED COMM TR,2017,7,6,-8,18,-7,6.15,3.03
CAPITALAND INTEGRATED COMM TR,2017,8,-12,1,11,-2,6.4,0.88
CAPITALAND INTEGRATED COMM TR,2017,9,63,28,48,7,39.85,37.17
CAPITALAND INTEGRATED COMM TR,2017,10,13,12,29,6,31.55,18.31
CAPITALAND INTEGRATED COMM TR,2017,11,20,21,26,6,17.75,18.15
CAPITALAND INTEGRATED COMM TR,2017,12,3,6,12,4,9.95,6.99
CAPITALAND INTEGRATED COMM TR,2017,13,4,3,5,2,5.2,3.84
CAPITALAND INTEGRATED COMM TR,2017,14,22,10,21,4,21.45,15.69
CAPITALAND INTEGRATED COMM TR,2017,15,3,4,3,-2,4.55,2.51
CAPITALAND INTEGRATED COMM TR,2017,16,1,3,15,7,11.5,7.5
CAPITALAND INTEGRATED COMM TR,2017,17,30,18,39,4,27.15,23.63
CAPITALAND INTEGRATED COMM TR,2017,18,79,58,81,13,75.35,61.27
CAPITALAND INTEGRATED COMM TR,2017,19,35,23,39,-8,37.9,25.38
CAPITALAND INTEGRATED COMM TR,2017,20,19,28,33,0,35.3,23.06
CAPITALAND INTEGRATED COMM TR,2017,21,8,19,19,-7,27.45,13.29
CAPITALAND INTEGRATED COMM TR,2017,22,37,13,50,2,38.25,28.05
CAPITALAND INTEGRATED COMM TR,2017,23,51,27,42,8,37.8,33.16
CAPITALAND INTEGRATED COMM TR,2017,24,31,23,28,-1,34.9,23.18
CAPITALAND INTEGRATED COMM TR,2018,1,45,30,52,15,43.4,37.08
CAPITALAND INTEGRATED COMM TR,2018,2,17,17,29,9,32.65,20.93
CAPITALAND INTEGRATED COMM TR,2018,3,29,27,39,8,46.85,29.97
CAPITALAND INTEGRATED COMM TR,2018,4,18,10,24,6,17.15,15.03
CAPITALAND INTEGRATED COMM TR,2018,5,16,8,19,3,15.15,12.23
CAPITALAND INTEGRATED COMM TR,2018,6,0,-5,8,-4,5.95,0.99
CAPITALAND INTEGRATED COMM TR,2018,7,18,15,17,-5,26.9,14.38
CAPITALAND INTEGRATED COMM TR,2018,8,-7,3,10,-3,6.25,1.85
CAPITALAND INTEGRATED COMM TR,2018,9,57,19,42,3,33.45,30.89
CAPITALAND INTEGRATED COMM TR,2018,10,17,16,32,6,35.9,21.38
CAPITALAND INTEGRATED COMM TR,2018,11,17,19,27,9,17.4,17.88
CAPITALAND INTEGRATED COMM TR,2018,12,16,14,24,7,23.3,16.86
CAPITALAND INTEGRATED COMM TR,2018,13,1,2,0,0,1.5,0.9
CAPITALAND INTEGRATED COMM TR,2018,14,1,-6,13,0,9.6,3.52
CAPITALAND INTEGRATED COMM TR,2018,15,73,52,73,12,60.5,54.1
CAPITALAND INTEGRATED COMM TR,2018,16,1,3,13,0,7.8,4.96
CAPITALAND INTEGRATED COMM TR,2018,17,54,39,50,10,49.6,40.52
CAPITALAND INTEGRATED COMM TR,2018,18,4,10,19,-16,18.15,7.03
CAPITALAND INTEGRATED COMM TR,2018,19,21,41,35,1,46.35,28.87
CAPITALAND INTEGRATED COMM TR,2018,20,46,15,45,4,41.7,30.34
CAPITALAND INTEGRATED COMM TR,2018,21,6,-1,11,1,5.95,4.59
CAPITALAND INTEGRATED COMM TR,2018,22,10,10,25,0,13.45,11.69
CAPITALAND INTEGRATED COMM TR,2018,23,1,3,24,-6,12.7,6.94
CAPITALAND INTEGRATED COMM TR,2018,24,-4,3,20,-3,14.2,6.04
CAPITALAND INTEGRATED COMM TR,2018,25,29,13,13,-6,16.5,13.1
CAPITALAND INTEGRATED COMM TR,2019,1,45,31,41,5,42.3,32.86
CAPITALAND INTEGRATED COMM TR,2019,2,6,1,21,-2,20.65,9.33
CAPITALAND INTEGRATED COMM TR,2019,3,15,19,33,2,35.3,20.86
CAPITALAND INTEGRATED COMM TR,2019,4,21,20,21,0,29,18.2
CAPITALAND INTEGRATED COMM TR,2019,5,38,9,33,4,30.35,22.87
CAPITALAND INTEGRATED COMM TR,2019,6,11,8,29,4,27.7,15.94
CAPITALAND INTEGRATED COMM TR,2019,7,20,19,35,7,27.5,21.7
CAPITALAND INTEGRATED COMM TR,2019,8,12,11,18,7,13.15,12.23
CAPITALAND INTEGRATED COMM TR,2019,9,-15,-12,-3,-2,-1.3,-6.66
CAPITALAND INTEGRATED COMM TR,2019,11,57,42,48,22,45.5,42.9
CAPITALAND INTEGRATED COMM TR,2019,12,36,27,47,9,35.3,30.86
CAPITALAND INTEGRATED COMM TR,2019,13,26,20,38,2,34.85,24.17
CAPITALAND INTEGRATED COMM TR,2019,14,72,47,78,14,57.85,53.77
CAPITALAND INTEGRATED COMM TR,2019,15,1,2,13,-1,7,4.4
CAPITALAND INTEGRATED COMM TR,2019,16,60,39,55,8,52.6,42.92
CAPITALAND INTEGRATED COMM TR,2019,17,4,33,26,-13,31.45,16.29
CAPITALAND INTEGRATED COMM TR,2019,18,25,12,30,10,19.3,19.26
CAPITALAND INTEGRATED COMM TR,2019,19,25,18,39,10,28.9,24.18
CAPITALAND INTEGRATED COMM TR,2019,20,80,29,53,6,43.35,42.27
CAPITALAND INTEGRATED COMM TR,2019,21,2,-1,4,-1,2.35,1.27
CAPITALAND INTEGRATED COMM TR,2019,22,4,4,15,1,7.8,6.36
CAPITALAND INTEGRATED COMM TR,2019,23,5,7,18,-4,10.4,7.28
CAPITALAND INTEGRATED COMM TR,2019,24,-9,-9,-1,-7,-1.2,-5.44
CAPITALAND INTEGRATED COMM TR,2019,25,4,0,5,-10,7.5,1.3
CAPITALAND INTEGRATED COMM TR,2019,26,14,6,3,-3,6.35,5.27
CAPITALAND INTEGRATED COMM TR,2020,1,18,26,24,9,32.4,21.88
CAPITALAND INTEGRATED COMM TR,2020,2,43,38,26,12,44.75,32.75
CAPITALAND INTEGRATED COMM TR,2020,3,14,10,34,2,29.2,17.84
CAPITALAND INTEGRATED COMM TR,2020,4,1,3,5,0,4.55,2.71
CAPITALAND INTEGRATED COMM TR,2020,5,14,9,24,5,17.4,13.88
CAPITALAND INTEGRATED COMM TR,2020,6,26,26,24,13,27.4,23.28
CAPITALAND INTEGRATED COMM TR,2020,7,38,21,48,14,35.2,31.24
CAPITALAND INTEGRATED COMM TR,2020,8,17,4,35,6,30,18.4
CAPITALAND INTEGRATED COMM TR,2020,9,25,13,27,8,37.5,22.1
CAPITALAND INTEGRATED COMM TR,2020,10,15,18,58,4,14.25,21.85
CAPITALAND INTEGRATED COMM TR,2020,11,22,14,33,0,20.75,17.95
CAPITALAND INTEGRATED COMM TR,2020,12,14,4,9,0,7.35,6.87
CAPITALAND INTEGRATED COMM TR,2020,13,7,6,19,4,14.9,10.18
CAPITALAND INTEGRATED COMM TR,2020,14,11,-1,38,0,25.7,14.74
CAPITALAND INTEGRATED COMM TR,2020,15,-7,1,17,-3,5.75,2.75
CAPITALAND INTEGRATED COMM TR,2020,16,13,5,32,0,13.25,12.65
CAPITALAND INTEGRATED COMM TR,2020,17,33,17,32,6,30.1,23.62
CAPITALAND INTEGRATED COMM TR,2020,18,48,28,64,17,47.95,40.99
CAPITALAND INTEGRATED COMM TR,2020,19,43,23,37,10,35.75,29.75
CAPITALAND INTEGRATED COMM TR,2020,20,9,7,11,0,11.2,7.64
CAPITALAND INTEGRATED COMM TR,2020,21,27,15,27,11,24.2,20.84
CAPITALAND INTEGRATED COMM TR,2020,22,59,35,41,20,44.6,39.92
CAPITALAND INTEGRATED COMM TR,2020,23,58,20,13,12,19.35,24.47
CAPITALAND INTEGRATED COMM TR,2020,24,21,11,8,12,18.05,14.01
CAPITALAND INTEGRATED COMM TR,2020,25,32,25,11,10,19.55,19.51
CAPITALAND INTEGRATED COMM TR,2020,26,39,17,8,12,19.9,19.18
CAPITALAND INTEGRATED COMM TR,2020,27,14,13,24,4,18.1,14.62
CAPITALAND INTEGRATED COMM TR,2020,28,20,12,27,-9,20.85,14.17
CAPITALAND INTEGRATED COMM TR,2020,29,15,15,19,8,18.1,15.02
CAPITALAND INTEGRATED COMM TR,2020,30,69,22,52,5,38.55,37.31
CAPITALAND INTEGRATED COMM TR,2020,31,28,24,25,4,27.75,21.75
CAPITALAND INTEGRATED COMM TR,2020,32,18,10,13,0,14.6,11.12
CAPITALAND INTEGRATED COMM TR,2020,33,15,17,23,0,16.2,14.24
CAPITALAND INTEGRATED COMM TR,2020,34,14,11,22,1,15.55,12.71
CAPITALAND INTEGRATED COMM TR,2020,35,55,35,55,13,42.7,40.14
CAPITALAND INTEGRATED COMM TR,2020,36,17,12,23,4,20.85,15.37
CAPITALAND INTEGRATED COMM TR,2020,37,28,11,19,3,17.35,15.67
CAPITALAND INTEGRATED COMM TR,2020,38,52,28,54,7,38.1,35.82
CAPITALAND INTEGRATED COMM TR,2020,39,12,15,20,3,18.35,13.67
CAPITALAND INTEGRATED COMM TR,2020,40,15,14,16,6,18.1,13.82
CAPITALAND INTEGRATED COMM TR,2020,41,47,19,11,6,25.65,21.73
CAPITALAND INTEGRATED COMM TR,2020,42,38,27,51,6,41.85,32.77
CAPITALAND INTEGRATED COMM TR,2020,43,28,12,20,-2,22.9,16.18
CAPITALAND INTEGRATED COMM TR,2020,44,13,4,5,-3,6.9,5.18
CAPITALAND INTEGRATED COMM TR,2020,45,5,6,15,-1,10.35,7.07
CAPITALAND INTEGRATED COMM TR,2020,46,-2,6,13,-3,13.45,5.49
CAPITALAND INTEGRATED COMM TR,2020,47,-3,8,17,0,12.65,6.93
CAPITALAND INTEGRATED COMM TR,2020,48,-12,-10,7,-12,-3.05,-6.01
CAPITALAND INTEGRATED COMM TR,2020,49,4,-1,6,-11,10.1,1.62
CAPITALAND INTEGRATED COMM TR,2021,1,10,11,20,5,17.6,12.72
CAPITALAND INTEGRATED COMM TR,2021,2,21,6,21,0,16.8,12.96
CAPITALAND INTEGRATED COMM TR,2021,3,26,26,30,8,28.65,23.73
CAPITALAND INTEGRATED COMM TR,2021,4,36,47,31,16,54.6,36.92
CAPITALAND INTEGRATED COMM TR,2021,5,31,23,36,9,32.15,26.23
CAPITALAND INTEGRATED COMM TR,2021,6,12,11,30,4,29.45,17.29
CAPITALAND INTEGRATED COMM TR,2021,7,37,39,49,14,50.4,37.88
CAPITALAND INTEGRATED COMM TR,2021,8,0,11,38,4,31.9,16.98
CAPITALAND INTEGRATED COMM TR,2021,9,-3,-6,24,0,19.35,6.87
CAPITALAND INTEGRATED COMM TR,2021,10,-3,-1,29,10,23.35,11.67
CAPITALAND INTEGRATED COMM TR,2021,11,-12,-7,15,1,12.35,1.87
CAPITALAND INTEGRATED COMM TR,2021,12,11,9,16,2,22.3,12.06
CAPITALAND INTEGRATED COMM TR,2021,13,17,4,31,7,26.4,17.08
CAPITALAND INTEGRATED COMM TR,2021,14,27,14,33,5,33.65,22.53
CAPITALAND INTEGRATED COMM TR,2021,15,25,13,15,11,19.8,16.76
CAPITALAND INTEGRATED COMM TR,2021,16,12,7,21,4,16.2,12.04
CAPITALAND INTEGRATED COMM TR,2021,17,9,12,39,1,7.8,13.76
CAPITALAND INTEGRATED COMM TR,2021,18,34,35,46,20,39.5,34.9
CAPITALAND INTEGRATED COMM TR,2021,19,17,25,40,3,31.3,23.26
CAPITALAND INTEGRATED COMM TR,2021,20,7,9,21,5,14.15,11.23
CAPITALAND INTEGRATED COMM TR,2021,21,15,9,32,-2,17.25,14.25
CAPITALAND INTEGRATED COMM TR,2021,22,8,2,6,-1,3.55,3.71
CAPITALAND INTEGRATED COMM TR,2021,23,22,8,30,1,18.5,15.9
CAPITALAND INTEGRATED COMM TR,2021,24,-8,-6,0,4,2.2,-1.56
CAPITALAND INTEGRATED COMM TR,2021,25,21,21,30,14,23.3,21.86
CAPITALAND INTEGRATED COMM TR,2021,26,13,11,7,5,8.55,8.91
CAPITALAND INTEGRATED COMM TR,2021,27,20,8,46,-1,35.05,21.61
CAPITALAND INTEGRATED COMM TR,2021,28,-7,6,25,-5,10.9,5.98
CAPITALAND INTEGRATED COMM TR,2021,29,26,18,35,7,29.75,23.15
CAPITALAND INTEGRATED COMM TR,2021,30,45,30,61,17,45.8,39.76
CAPITALAND INTEGRATED COMM TR,2021,31,33,15,36,5,30.65,23.93
CAPITALAND INTEGRATED COMM TR,2021,32,24,14,20,3,17.7,15.74
CAPITALAND INTEGRATED COMM TR,2021,33,29,18,29,8,25.15,21.83
CAPITALAND INTEGRATED COMM TR,2021,34,61,27,42,13,39.3,36.46
CAPITALAND INTEGRATED COMM TR,2021,35,32,32,45,16,35.9,32.18
CAPITALAND INTEGRATED COMM TR,2021,36,88,26,20,21,26.8,36.36
CAPITALAND INTEGRATED COMM TR,2021,37,31,12,29,4,21.95,19.59
CAPITALAND INTEGRATED COMM TR,2021,38,15,12,29,3,20.35,15.87
CAPITALAND INTEGRATED COMM TR,2021,39,22,4,19,5,16.75,13.35
CAPITALAND INTEGRATED COMM TR,2021,40,15,8,26,5,10.65,12.93
CAPITALAND INTEGRATED COMM TR,2021,41,22,13,35,11,27.1,21.62
CAPITALAND INTEGRATED COMM TR,2021,42,28,16,41,4,28.15,23.43
CAPITALAND INTEGRATED COMM TR,2021,43,32,12,33,5,29.75,22.35
CAPITALAND INTEGRATED COMM TR,2021,44,28,14,19,4,16.2,16.24
CAPITALAND INTEGRATED COMM TR,2021,45,19,18,22,5,19.7,16.74
CAPITALAND INTEGRATED COMM TR,2021,46,33,22,30,7,29.4,24.28
CAPITALAND INTEGRATED COMM TR,2021,47,53,26,54,11,39.9,36.78
CAPITALAND INTEGRATED COMM TR,2021,48,11,8,15,1,17.15,10.43
CAPITALAND INTEGRATED COMM TR,2021,49,13,2,11,2,10,7.6
CAPITALAND INTEGRATED COMM TR,2021,50,2,1,1,-2,2.2,0.84
CAPITALAND INTEGRATED COMM TR,2021,51,2,3,-3,-1,0.55,0.31
CAPITALAND INTEGRATED COMM TR,2021,52,45,30,51,2,35.35,32.67
CAPITALAND INTEGRATED COMM TR,2021,53,14,14,25,4,21.75,15.75
CAPITALAND INTEGRATED COMM TR,2021,54,30,22,24,7,28.75,22.35
CAPITALAND INTEGRATED COMM TR,2021,55,19,17,44,5,34.25,23.85
CAPITALAND INTEGRATED COMM TR,2021,56,48,31,47,8,45.85,35.97
CAPITALAND INTEGRATED COMM TR,2021,57,25,14,15,2,14.15,14.03
CAPITALAND INTEGRATED COMM TR,2021,58,63,27,44,5,43.8,36.56
CAPITALAND INVESTMENT LIMITED,2021,1,-2,0,-2,0,1.3,-0.54
CAPITALAND INVESTMENT LIMITED,2021,2,22,10,16,6,13.25,13.45
CAPITALAND INVESTMENT LIMITED,2021,3,13,17,11,1,20.4,12.48
CAPITALAND INVESTMENT LIMITED,2021,4,11,9,11,1,13.35,9.07
CAPITALAND INVESTMENT LIMITED,2021,5,22,16,30,4,23.4,19.08
CAPITALAND INVESTMENT LIMITED,2021,6,10,11,20,3,14.1,11.62
CAPITALAND INVESTMENT LIMITED,2021,7,45,45,43,21,58.55,42.51
CAPITALAND INVESTMENT LIMITED,2021,8,59,57,53,16,59.75,48.95
CAPITALAND INVESTMENT LIMITED,2021,9,13,24,22,-1,32.25,18.05
CAPITALAND INVESTMENT LIMITED,2021,10,12,20,26,3,25.65,17.33
CAPITALAND INVESTMENT LIMITED,2021,11,37,59,48,18,58.4,44.08
CAPITALAND INVESTMENT LIMITED,2021,12,25,32,16,4,38.6,23.12
CAPITALAND INVESTMENT LIMITED,2021,13,18,18,25,9,26.05,19.21
CAPITALAND INVESTMENT LIMITED,2021,14,22,39,33,5,45,28.8
CAPITALAND INVESTMENT LIMITED,2021,15,19,34,40,3,48.75,28.95
CAPITALAND INVESTMENT LIMITED,2021,16,21,13,29,5,26.6,18.92
CAPITALAND INVESTMENT LIMITED,2021,17,8,12,26,4,30.4,16.08
CAPITALAND INVESTMENT LIMITED,2021,18,18,8,45,6,41.05,23.61
CAPITALAND INVESTMENT LIMITED,2021,19,20,6,31,18,35,22
CAPITALAND INVESTMENT LIMITED,2021,20,-7,0,25,-1,15.4,6.48
CAPITALAND INVESTMENT LIMITED,2021,21,10,5,10,8,13.95,9.39
CAPITALAND INVESTMENT LIMITED,2021,22,11,12,21,10,17,14.2
CAPITALAND INVESTMENT LIMITED,2021,23,21,11,28,0,30.2,18.04
CAPITALAND INVESTMENT LIMITED,2021,24,18,8,36,6,17.9,17.18
CAPITALAND INVESTMENT LIMITED,2021,25,25,21,43,26,30.65,29.13
CAPITALAND INVESTMENT LIMITED,2021,26,28,28,49,17,42.55,32.91
CAPITALAND INVESTMENT LIMITED,2021,27,15,12,24,10,31.1,18.42
CAPITALAND INVESTMENT LIMITED,2021,28,18,15,19,15,27.4,18.88
CAPITALAND INVESTMENT LIMITED,2021,29,7,13,15,1,14.45,10.09
CAPITALAND INVESTMENT LIMITED,2021,30,12,9,34,15,21.4,18.28
CAPITALAND INVESTMENT LIMITED,2021,31,5,4,13,-5,7.7,4.94
CAPITALAND INVESTMENT LIMITED,2021,32,-26,-18,-7,5,-4.35,-10.07
CAPITALAND INVESTMENT LIMITED,2021,33,7,2,5,1,5.75,4.15
CAPITALAND INVESTMENT LIMITED,2021,34,24,7,47,4,35.65,23.53
CAPITALAND INVESTMENT LIMITED,2021,35,43,17,54,9,39.45,32.49
CAPITALAND INVESTMENT LIMITED,2021,36,-11,-2,8,-9,5.65,-1.67
CAPITALAND INVESTMENT LIMITED,2021,37,-27,8,-2,-18,4.55,-6.89
CAPITALAND INVESTMENT LIMITED,2021,38,7,8,17,-1,19.8,10.16
CAPITALAND INVESTMENT LIMITED,2021,39,24,10,38,1,22.55,19.11
CAPITALAND INVESTMENT LIMITED,2021,40,-1,10,3,-5,11.7,3.74
CAPITALAND INVESTMENT LIMITED,2021,41,41,33,48,-4,43.3,32.26
CAPITALAND INVESTMENT LIMITED,2021,42,27,19,29,6,28.3,21.86
CAPITALAND INVESTMENT LIMITED,2021,43,39,32,43,-1,42.1,31.02
CAPITALAND INVESTMENT LIMITED,2021,44,51,45,58,1,46.8,40.36
CAPITALAND INVESTMENT LIMITED,2021,45,10,19,22,0,28.85,15.97
CAPITALAND INVESTMENT LIMITED,2021,46,25,11,29,-6,19.75,15.75
CAPITALAND INVESTMENT LIMITED,2021,47,-1,0,13,0,8.55,4.11
CAPITALAND INVESTMENT LIMITED,2021,48,21,10,27,2,28.05,17.61
CAPITALAND INVESTMENT LIMITED,2021,49,21,13,21,19,22.85,19.37
CAPITALAND INVESTMENT LIMITED,2021,50,28,6,49,-9,34.9,21.78
CAPITALAND INVESTMENT LIMITED,2021,51,22,24,35,1,33.95,23.19
CAPITALAND INVESTMENT LIMITED,2021,52,16,17,42,7,30.4,22.48
CAPITALAND INVESTMENT LIMITED,2021,53,26,16,43,5,33.15,24.63
CAPITALAND INVESTMENT LIMITED,2021,54,26,19,48,8,39.95,28.19
CAPITALAND INVESTMENT LIMITED,2021,55,-33,-11,10,-18,5.75,-9.25
CAPITALAND INVESTMENT LIMITED,2021,56,2,7,18,-18,19.65,5.73
CAPITALAND INVESTMENT LIMITED,2021,57,-16,-3,27,1,20.8,5.96
CAPITALAND INVESTMENT LIMITED,2021,58,-29,-5,15,-6,9.65,-3.07
CAPITALAND INVESTMENT LIMITED,2021,59,21,17,20,4,25.45,17.49
CAPITALAND INVESTMENT LIMITED,2021,60,-20,0,42,-2,28.85,9.77
CAPITALAND INVESTMENT LIMITED,2021,61,-14,-7,35,14,36.15,12.83
CAPITALAND INVESTMENT LIMITED,2021,62,14,5,27,7,34.9,17.58
CAPITALAND INVESTMENT LIMITED,2021,63,0,-3,5,-1,3.15,0.83
CAPITALAND INVESTMENT LIMITED,2021,64,-3,-1,1,-1,-0.6,-0.92
CAPITALAND INVESTMENT LIMITED,2021,65,-1,-1,2,-2,2.3,0.06
CAPITALAND INVESTMENT LIMITED,2021,66,-8,3,-2,-10,1.55,-3.09
CAPITALAND INVESTMENT LIMITED,2021,67,14,16,15,-1,19.95,12.79
CAPITALAND INVESTMENT LIMITED,2021,68,15,13,22,-1,19.2,13.64
CAPITALAND INVESTMENT LIMITED,2021,69,-2,0,16,1,9.3,4.86
CAPITALAND INVESTMENT LIMITED,2021,70,-2,3,11,-4,6.5,2.9
CAPITALAND INVESTMENT LIMITED,2021,71,-4,-6,18,-11,1.35,-0.33
CAPITALAND INVESTMENT LIMITED,2021,72,-4,1,9,1,6.5,2.7
CAPITALAND INVESTMENT LIMITED,2021,73,0,1,8,1,8.6,3.72
CAPITALAND INVESTMENT LIMITED,2021,74,-8,-6,3,-3,3.05,-2.19
CAPITALAND INVESTMENT LIMITED,2021,75,0,-2,12,-5,13.25,3.65
CAPITALAND INVESTMENT LIMITED,2021,76,-5,5,12,-5,8.5,3.1
CAPITALAND INVESTMENT LIMITED,2021,77,8,5,15,-1,16.75,8.75
CAPITALAND INVESTMENT LIMITED,2021,78,5,2,25,-4,15.4,8.68
CAPITALAND INVESTMENT LIMITED,2021,79,13,6,2,-3,7,5
CAPITALAND INVESTMENT LIMITED,2021,80,11,14,18,0,16.8,11.96
CAPITALAND INVESTMENT LIMITED,2021,81,2,8,40,-1,27,15.2
CAPITALAND INVESTMENT LIMITED,2021,82,-2,20,46,-8,35.3,18.26
CAPITALAND INVESTMENT LIMITED,2021,83,5,12,41,-5,30,16.6
CAPITALAND INVESTMENT LIMITED,2021,84,19,24,36,1,36.35,23.27
CAPITALAND INVESTMENT LIMITED,2021,85,8,27,34,2,28.35,19.87
CAPITALAND INVESTMENT LIMITED,2021,86,-2,-1,0,0,-0.75,-0.75
CITY DEVELOPMENTS LIMITED,2015,1,-1,1,-1,1,0.85,0.17
CITY DEVELOPMENTS LIMITED,2015,2,22,14,39,7,27.5,21.9
CITY DEVELOPMENTS LIMITED,2015,3,6,3,7,3,5.7,4.94
CITY DEVELOPMENTS LIMITED,2015,4,27,39,40,5,38.7,29.94
CITY DEVELOPMENTS LIMITED,2015,5,22,22,23,6,29.9,20.58
CITY DEVELOPMENTS LIMITED,2015,6,44,17,46,8,31.65,29.33
CITY DEVELOPMENTS LIMITED,2015,7,40,14,33,6,26.4,23.88
CITY DEVELOPMENTS LIMITED,2015,8,35,17,36,-4,29.4,22.68
CITY DEVELOPMENTS LIMITED,2015,9,35,22,44,10,32.7,28.74
CITY DEVELOPMENTS LIMITED,2015,10,17,13,16,3,11.05,12.01
CITY DEVELOPMENTS LIMITED,2015,11,44,26,43,15,33.65,32.33
CITY DEVELOPMENTS LIMITED,2015,13,4,16,24,1,22.05,13.41
CITY DEVELOPMENTS LIMITED,2015,14,16,9,25,5,24.45,15.89
CITY DEVELOPMENTS LIMITED,2015,15,-11,9,43,-6,23.65,11.73
CITY DEVELOPMENTS LIMITED,2015,16,17,-4,18,-5,18.75,8.95
CITY DEVELOPMENTS LIMITED,2015,17,32,23,31,8,29.75,24.75
CITY DEVELOPMENTS LIMITED,2015,18,0,-11,17,-7,8.2,1.44
CITY DEVELOPMENTS LIMITED,2015,19,41,23,34,10,34.35,28.47
CITY DEVELOPMENTS LIMITED,2015,20,55,48,66,5,66.05,48.01
CITY DEVELOPMENTS LIMITED,2015,21,11,-2,32,-3,22.4,12.08
CITY DEVELOPMENTS LIMITED,2015,22,21,23,43,-1,42.55,25.71
CITY DEVELOPMENTS LIMITED,2015,23,23,27,45,1,37.6,26.72
CITY DEVELOPMENTS LIMITED,2015,24,3,0,2,0,1,1.2
CITY DEVELOPMENTS LIMITED,2015,25,29,6,26,-1,19.85,15.97
CITY DEVELOPMENTS LIMITED,2015,26,13,4,22,0,17.8,11.36
CITY DEVELOPMENTS LIMITED,2015,27,25,12,17,2,15.8,14.36
CITY DEVELOPMENTS LIMITED,2015,28,16,7,19,4,17.35,12.67
