Company,Year,ROA,zmijewski_t,MV_t4,BV_t,EARN_t,NEG_t,sentiment,words,pages,flesch,t_Community,t_Resources,t_Customers,t_Employees,t_Metholodgy,t_Governance,t_Climate,w_Community,w_Resources,w_Customers,w_Employees,w_Metholodgy,w_Governance,w_Climate
COMFORTDELGRO CORPORATION LTD,2016,0.062799541,-2.525714598,5931.475,2475.5,317.1,0,11.3404,23982,52,18.63310784,0.129941096,0.079901597,0.277510534,0.186135035,0.093117088,0.166074035,0.067320615,3116.247375,1916.200096,6655.257623,4463.890403,2233.133996,3982.787512,1614.482995
COMFORTDELGRO CORPORATION LTD,2017,0.062452099,-2.50738607,4846.464,2618.2,301.5,0,10.35096154,25243,54,19.32610394,0.105202105,0.081704709,0.268305562,0.178795775,0.115139491,0.187045098,0.06380726,2655.616728,2062.471962,6772.837303,4513.341747,2906.46617,4721.579415,1610.686675
COMFORTDELGRO CORPORATION LTD,2018,0.059045691,-2.265093374,5846.58,2613.6,303.3,0,10.18918367,21395,50,23.47937756,0.12069091,0.089741959,0.263317656,0.179615659,0.126678915,0.147756771,0.072198131,2582.182009,1920.029209,5633.681253,3842.877015,2710.295392,3161.256106,1544.679014
COMFORTDELGRO CORPORATION LTD,2019,0.049284254,-2.051510329,3444.258,2595,265.1,0,13.57328125,24541,67,16.00862556,0.129423349,0.12089792,0.225761338,0.157943447,0.120830465,0.134834843,0.110308638,3175.66071,2966.472257,5539.505961,3875.458362,2964.817124,3308.442539,2706.643046
COMFORTDELGRO CORPORATION LTD,2020,0.011641707,-1.944091094,3683.44933,2606.8,61.8,0,8.381294118,25317,90,13.50572301,0.112268074,0.109149132,0.244514288,0.148387239,0.125682942,0.144339467,0.115658858,2840.831332,2761.909645,6187.189549,3754.790706,3180.281153,3652.365877,2926.631738
COMFORTDELGRO CORPORATION LTD,2021,0.026256307,-2.363638572,3207.136616,2706.5,130.1,0,24.28227848,74335,164,4.947477945,0.083157669,0.167540888,0.06982764,0.113742866,0.152406086,0.107989389,0.305335463,6178.781114,12448.62307,5188.333293,8451.322451,11324.07697,8023.827568,22687.03554
DAIRY FARM INT'L HOLDINGS LTD,2015,0.085410911,-0.75485038,9330.18,1949.6462,583.5015,0,20.76,280,1,24.92642857,0.503365744,0.089753179,0.115931189,0.074046372,0.063575168,0.063575168,0.089753179,140.9424084,25.13089005,32.46073298,20.73298429,17.80104712,17.80104712,25.13089005
DAIRY FARM INT'L HOLDINGS LTD,2016,0.087269774,-0.797313001,12156.278,2177.868,647.5847,0,18.2,790,2,22.73271081,0.651507495,0.050190025,0.077109061,0.082934153,0.048095876,0.031596769,0.058566622,514.6909212,39.65011971,60.91615813,65.51798073,37.99574183,24.96144714,46.26763123
DAIRY FARM INT'L HOLDINGS LTD,2017,0.076030213,-0.821621087,11496.25,2258.854,555.5877,0,10.165,652,2,28.61568234,0.493180368,0.116015157,0.114400173,0.090640708,0.053004936,0.057172259,0.075586399,321.5536001,75.6418826,74.58891309,59.09774134,34.55921807,37.27631277,49.28233203
DAIRY FARM INT'L HOLDINGS LTD,2018,0.009836835,0.526785364,10659.276,1535.2832,114.4071,0,14.29,790,2,37.74670991,0.365785894,0.207884647,0.218787977,0.045954292,0.052440919,0.045981977,0.063164294,288.9708559,164.2288711,172.8425015,36.30389068,41.42832616,36.32576206,49.89979259
DAIRY FARM INT'L HOLDINGS LTD,2019,0.039247674,0.3263166,6452.379,1625.8903,441.6999,0,22.8275,1506,4,25.9381004,0.274057666,0.132556555,0.142138755,0.071056205,0.07142755,0.092781665,0.215981604,412.7308454,199.6301721,214.0609643,107.0106454,107.5698901,139.7291873,325.2682954
DAIRY FARM INT'L HOLDINGS LTD,2020,0.035804414,0.22269895,5884.245,1747.155,373.7598,0,21.725,1810,4,22.52939013,0.328249486,0.185534133,0.226564252,0.057525889,0.045067609,0.054866672,0.10219196,594.131569,335.8167805,410.0812963,104.1218587,81.57237148,99.3086757,184.9674484
DAIRY FARM INT'L HOLDINGS LTD,2021,0.013492917,0.337302409,3693.417,1707.6787,138.2785,0,26.95,1185,2,32.65664823,0.257106358,0.094864838,0.189198964,0.058419292,0.066692851,0.078282606,0.255435092,304.6710337,112.4148334,224.2007718,69.22686078,79.03102841,92.76488793,302.6905839
DBS GROUP HOLDINGS LTD,2015,0.009728417,0.768251541,39029.16987,40374,4454,0,25.5475,2064,4,26.43323795,0.237618996,0.109637607,0.153414783,0.063256112,0.076791632,0.141614121,0.217666749,490.4456078,226.2920212,316.6481114,130.5606144,158.4979284,292.2915465,449.2641703
DBS GROUP HOLDINGS LTD,2016,0.008800382,0.749381785,49454.145,44609,4238,0,19.7275,6684,12,13.00401837,0.120465754,0.114749627,0.09432712,0.192181623,0.192369177,0.130891295,0.155015404,805.1931028,766.9865037,630.4824725,1284.541965,1285.795578,874.8774187,1036.122959
DBS GROUP HOLDINGS LTD,2017,0.008442934,0.758596962,79473.64236,47458,4371,0,24.11636364,7018,11,9.073337576,0.133205442,0.163954529,0.091708478,0.156067592,0.059283272,0.169515884,0.226264801,934.8357909,1150.632888,643.6101014,1095.282363,416.0500056,1189.662477,1587.926375
DBS GROUP HOLDINGS LTD,2018,0.010126173,0.783020761,70931.69745,49045,5577,0,31.79571429,24090,29,12.66880316,0.114786957,0.094546203,0.094265766,0.113724029,0.163329069,0.160810005,0.258537971,2765.217791,2277.618034,2270.862308,2739.611861,3934.597275,3873.913013,6228.179718
DBS GROUP HOLDINGS LTD,2019,0.011039026,0.785073865,49667.6198,50981,6391,0,35.529375,32950,33,11.95659872,0.122719782,0.098149515,0.11402758,0.108556411,0.137507215,0.165256576,0.253782922,4043.616822,3234.026515,3757.208748,3576.93374,4530.862737,5445.204163,8362.147275
DBS GROUP HOLDINGS LTD,2020,0.00726377,0.832761377,76499.7,54626,4721,0,18.29521127,38975,73,7.187057053,0.142360575,0.106460023,0.142608983,0.09543171,0.130288108,0.140435688,0.242414912,5548.503425,4149.279396,5558.18513,3719.450908,5077.978995,5473.480932,9448.121213
