Company,Year,ROA,zmijewski_t,MV_t4,BV_t,EARN_t,NEG_t,sentiment,words,pages,flesch,t_Community,t_Resources,t_Customers,t_Employees,t_Metholodgy,t_Governance,t_Climate,w_Community,w_Resources,w_Customers,w_Employees,w_Metholodgy,w_Governance,w_Climate
MAPLETREE INDUSTRIAL TRUST,2021,0.025736359,-2.231799205,7098.32347,3895,164.497,0,13.28210526,16531,38,-7.449600129,0.088250437,0.193455472,0.116743082,0.177729847,0.125774936,0.215962162,0.082084066,1458.867967,3198.012406,1929.87988,2938.052102,2079.185459,3570.070499,1356.931687
MAPLETREE LOGISTICS TRUST,2015,0.054262369,-2.325404313,2745.283199,2888.325,259.792,0,38.315,1440,2,9.694968815,0.270032283,0.152657689,0.053418704,0.207769089,0.042593663,0.147897299,0.125631272,388.8464878,219.8270723,76.92293441,299.1874887,61.3348749,212.9721101,180.9090318
MAPLETREE LOGISTICS TRUST,2016,0.040146431,-1.976098879,2611.504626,2878.46,209.057,0,32.06666667,1503,3,2.45097258,0.430689565,0.095766214,0.047632038,0.160061961,0.038959208,0.100955796,0.125935218,647.326416,143.9366199,71.59095279,240.5731281,58.55568986,151.7365608,189.2806324
MAPLETREE LOGISTICS TRUST,2017,0.03727765,-2.009303283,2984.501789,3189.677,211.987,0,22.46625,4095,8,8.569201649,0.13138921,0.140460087,0.096259247,0.15372028,0.094596397,0.297932989,0.08564179,538.038816,575.1840561,394.1816156,629.4845467,387.3722449,1220.03559,350.7031307
MAPLETREE LOGISTICS TRUST,2018,0.07063835,-2.214737971,3883.874886,3811.781,471.746,0,18.964,7033,15,-4.97248773,0.119597113,0.162502536,0.076134166,0.141465818,0.184794676,0.2218734,0.093632291,841.1264987,1142.880337,535.4515867,994.9290973,1299.660955,1560.435622,658.5159028
MAPLETREE LOGISTICS TRUST,2019,0.056448135,-2.190031142,5578.397143,4667.188,456.007,0,23.316,8234,15,-1.519501571,0.099048831,0.162618993,0.056855376,0.143358274,0.20997879,0.21736542,0.110774315,815.568076,1339.004792,468.1471687,1180.412027,1728.965357,1789.786872,912.1157075
MAPLETREE LOGISTICS TRUST,2020,0.043555381,-1.999547368,8208.590034,5017.491,394.236,0,19.16157895,9907,19,-0.925006897,0.108602574,0.184552481,0.070825818,0.169898552,0.162796736,0.214158107,0.089165732,1075.925702,1828.361428,701.6713824,1683.184959,1612.827261,2121.664362,883.3649057
MAPLETREE LOGISTICS TRUST,2021,0.041298126,-1.941783066,9080.395975,6119.186,462.732,0,17.91148148,12654,27,-1.291986343,0.083079081,0.184943425,0.10403189,0.154551566,0.138922367,0.216995995,0.117475677,1051.28269,2340.274098,1316.419538,1955.69551,1757.923633,2745.867316,1486.537214
OVERSEA-CHINESE BANKING CORP,2015,0.010003085,0.757728219,35928.09675,34552.949,3903.1,0,16.72857143,2935,7,23.8324838,0.550089447,0.046276592,0.084762125,0.102810398,0.044080344,0.057575358,0.114405735,1614.512528,135.8217988,248.7768357,301.7485178,129.3758096,168.9836771,335.7808329
OVERSEA-CHINESE BANKING CORP,2016,0.008473382,0.755513251,41325.14516,37007.085,3473.1,0,12.12444444,2352,9,14.95028272,0.498473175,0.075118754,0.089899899,0.094570611,0.049324512,0.074926734,0.117686315,1172.408908,176.6793085,211.4445633,222.4300768,116.0112512,176.2276779,276.798214
OVERSEA-CHINESE BANKING CORP,2017,0.008934743,0.77837586,58293.5976,39028.467,4044.7,0,29.34166667,7908,12,-4.408237745,0.095845366,0.089259354,0.094125149,0.113092494,0.178160745,0.227763087,0.201753805,757.9451505,705.8629695,744.3416746,894.3354463,1408.895175,1801.150491,1595.469094
OVERSEA-CHINESE BANKING CORP,2018,0.009607673,0.772584109,51592.0524,42136.874,4492,0,34.69277778,13156,18,-15.43437215,0.120914363,0.060741528,0.135664579,0.11565259,0.132670901,0.1703646,0.26399144,1590.74936,799.1155428,1784.803197,1521.525468,1745.418368,2241.31668,3473.071383
OVERSEA-CHINESE BANKING CORP,2019,0.009903384,0.736946299,38640.8678,47161.9,4869.4,0,37.59388889,15333,18,5.858219482,0.127220685,0.068666885,0.119900419,0.108761518,0.116183377,0.168420978,0.290846138,1950.674765,1052.86935,1838.433128,1667.640352,1781.439715,2582.398851,4459.54384
OVERSEA-CHINESE BANKING CORP,2020,0.006877703,0.754555305,54582.8,49622,3586,0,42.21315789,18129,19,0.918132125,0.113738638,0.055821561,0.162171302,0.121127399,0.11786264,0.147063992,0.282214468,2061.96776,1011.989087,2940.003535,2195.918616,2136.731806,2666.123103,5116.266092
OVERSEA-CHINESE BANKING CORP,2021,0.008960008,0.733413905,55745.72,52663,4858,0,30.3388,30094,51,-1.613539554,0.104033676,0.075538991,0.115471593,0.104123566,0.153438602,0.135777,0.311616572,3130.789431,2273.27039,3475.002134,3133.4946,4617.58128,4086.073042,9377.789123
SATS LTD.,2015,0.09689555,-3.352265658,4144.35525,1441.102,195.695,0,18.83,971,2,-2.995788462,0.442206782,0.146878548,0.148659611,0.074831057,0.039107748,0.04192956,0.106386694,429.3827853,142.61907,144.3484819,72.6609563,37.97362331,40.71360308,103.3014801
SATS LTD.,2016,0.104758689,-3.343755905,4848.374723,1490.761,220.591,0,31.85,773,1,18.05777268,0.429259897,0.113597246,0.217211704,0.065404475,0.046127367,0.026850258,0.101549053,331.8179002,87.81067126,167.9046472,50.55765921,35.65645439,20.75524957,78.49741824
SATS LTD.,2017,0.113159065,-3.372484009,5394.223076,1603.479,257.935,0,12.01291139,18360,80,2.617247932,0.099960557,0.112938621,0.285773859,0.139205917,0.086744658,0.15280576,0.122570629,1835.275823,2073.553075,5246.808056,2555.820629,1592.631918,2805.513757,2250.396741
SATS LTD.,2018,0.111339261,-3.424343174,5835.873534,1634.081,261.465,0,11.80410256,17917,79,5.714327264,0.097723512,0.115109692,0.301367454,0.148924208,0.081958416,0.140615592,0.114301127,1748.957695,2060.118149,5393.573319,2665.296558,1466.809766,2516.597242,2045.647271
SATS LTD.,2019,0.103141093,-3.399887818,5393.497076,1649.231,248.408,0,11.4813,22285,102,3.759872356,0.10971549,0.132504717,0.299771154,0.119022019,0.083460158,0.143560563,0.111965899,2445.009687,2952.867616,6680.400178,2652.405685,1859.909629,3199.247155,2495.16005
SATS LTD.,2020,0.055924409,-2.307959805,3082.851556,1617.491,168.362,0,15.35246575,26931,82,7.46455711,0.105101088,0.136667028,0.304367567,0.11736454,0.122819426,0.105415104,0.108265248,2830.477388,3680.579744,8196.922959,3160.744418,3307.649953,2838.934157,2915.691381
SATS LTD.,2021,-0.025528346,-1.652758341,4480.9132,1546.342,-78.929,1,13.05701754,19433,58,-2.448829389,0.118577099,0.151450269,0.2455474,0.10268549,0.165494516,0.088922579,0.127322646,2304.308775,2943.133069,4771.722633,1995.48713,3216.054936,1728.03248,2474.260978
SEMBCORP INDUSTRIES LTD,2015,0.027559199,-1.06989851,2552.802395,6433.064,548.855,0,28.13066667,13136,15,8.639114845,0.104754148,0.166237766,0.077289282,0.155158253,0.104481015,0.238448121,0.153631414,1376.050492,2183.699298,1015.272012,2038.158807,1372.462615,3132.254517,2018.102259
SEMBCORP INDUSTRIES LTD,2016,0.017715785,-0.811539075,2722.975493,6701.418,394.889,0,27.18666667,24284,30,7.018253647,0.054243659,0.113304398,0.053315544,0.103934195,0.081243062,0.487536511,0.106422631,1317.25302,2751.484004,1294.714671,2523.937997,1972.906512,11839.33662,2584.367171
SEMBCORP INDUSTRIES LTD,2017,0.016129712,-0.679373768,2752.823458,6944,383,0,32.56857143,29038,28,8.10632278,0.052206787,0.104066152,0.045034367,0.09605906,0.109949515,0.46606506,0.126619058,1515.980689,3021.872934,1307.707962,2789.362978,3192.714007,13533.59722,3676.764208
SEMBCORP INDUSTRIES LTD,2018,0.014879293,-0.652631203,2364.39307,6788,347,0,34.7425,30013,28,8.241444785,0.050538964,0.112570517,0.050508934,0.089227782,0.097414521,0.483064652,0.11667463,1516.825937,3378.578916,1515.924645,2677.993415,2923.702011,14498.21941,3501.755661
SEMBCORP INDUSTRIES LTD,2019,0.010622742,-0.625228968,1412.162683,6871,247,0,31.34866667,17220,15,3.187219825,0.068391766,0.182234628,0.079795874,0.131504997,0.083161987,0.324782787,0.13012796,1177.706219,3138.080292,1374.084952,2264.516042,1432.049419,5592.759596,2240.803479
SEMBCORP INDUSTRIES LTD,2020,-0.073514231,0.224866422,3758.56199,3339,-997,1,19.049,10060,10,-4.759061102,0.056637137,0.139545932,0.060585732,0.140822959,0.097234214,0.373578722,0.131595304,569.7696028,1403.832078,609.4924616,1416.678965,978.1761905,3758.201948,1323.848754
SEMBCORP INDUSTRIES LTD,2021,0.01938173,-0.284752207,5304.495956,3767,279,0,25.404,11155,10,-5.801940672,0.053340471,0.147668253,0.072031847,0.138554126,0.094367018,0.325416332,0.168621954,595.0129523,1647.239365,803.5152495,1545.571273,1052.664086,3630.019181,1880.977894
SINGAPORE AIRLINES LTD,2015,0.015379406,-1.791650619,12383.80749,12463.6,367.9,0,19.21725,21631,47,10.44088176,0.148328438,0.109258534,0.243634428,0.162653785,0.119032866,0.146569087,0.070522862,3206.860824,2362.169499,5267.376329,3516.574837,2573.490569,3168.823665,1524.704277
SINGAPORE AIRLINES LTD,2016,0.033732272,-1.932607373,12871.39562,12754.7,804.4,0,20.52170732,24351,46,14.05603867,0.126705507,0.097090114,0.277387979,0.155686387,0.117250176,0.163633702,0.062246135,3084.898981,2363.852998,6753.565113,3790.49646,2854.690037,3983.989749,1515.50666
SINGAPORE AIRLINES LTD,2017,0.014579288,-1.813720306,12204.60837,13083,360.4,0,21.16487805,24989,46,16.43153701,0.122811732,0.094476422,0.287009435,0.156445029,0.118946912,0.151412781,0.068897691,3068.451122,2360.493395,7170.930728,3908.779041,2971.888585,3783.048322,1721.408805
SINGAPORE AIRLINES LTD,2018,0.050269383,-1.782223634,11830.51318,12860.3,1301.6,0,17.82350877,28398,59,10.35991338,0.134721487,0.088298382,0.289725054,0.140938054,0.130880957,0.142900097,0.072535971,3825.820776,2507.497443,8227.612073,4002.358854,3716.757406,4058.076952,2059.876496
SINGAPORE AIRLINES LTD,2019,0.022379791,-1.302351161,11242.58757,13286.8,682.7,0,19.685,36625,68,9.268010717,0.129496273,0.091806383,0.311396658,0.134192911,0.117243104,0.142325579,0.073539093,4742.800998,3362.408763,11404.90259,4914.815358,4294.028699,5212.674323,2693.36927
SINGAPORE AIRLINES LTD,2020,-0.006288413,-0.266355751,5769.470602,9314.1,-212,1,12.77414063,56913,139,11.12256465,0.111075354,0.138331699,0.2981862,0.126063792,0.095155329,0.12924911,0.101938515,6321.631636,7872.872008,16970.67123,7174.668568,5415.575221,7355.954608,5801.626731
SINGAPORE AIRLINES LTD,2021,-0.113638964,-0.597198237,15121.3623,15905.9,-4270.7,1,11.455,66226,169,11.16309317,0.109102237,0.132768271,0.317065488,0.141836958,0.095330106,0.106133869,0.097763071,7225.404746,8792.711505,20997.97898,9393.294355,6313.331624,7028.821627,6474.457167
SINGAPORE EXCHANGE LIMITED,2015,0.193500043,-2.600563557,7865.39648,976.396,348.612,0,20.105,1426,4,11.06860752,0.099260949,0.125793285,0.077209828,0.135668736,0.078043647,0.250586376,0.233437179,141.5461126,179.3812242,110.1012154,193.4636178,111.2902408,357.3361721,332.8814171
SINGAPORE EXCHANGE LIMITED,2016,0.165765686,-2.067685014,7606.69038,989.581,349.017,0,17.08272727,4394,11,3.33359675,0.10124044,0.092305282,0.064940861,0.188157872,0.136532267,0.26483813,0.151985148,444.8504918,405.5894108,285.3501431,826.7656904,599.9227798,1163.698745,667.8227393
SINGAPORE EXCHANGE LIMITED,2017,0.166416897,-2.274097348,8238.5996,1032.533,339.692,0,23.92454545,5183,12,0.668157895,0.113370131,0.066918383,0.081703457,0.156239754,0.1187981,0.25845947,0.204510705,587.5973864,346.8379809,423.4690177,809.7906443,615.730554,1339.595431,1059.978986
SINGAPORE EXCHANGE LIMITED,2018,0.171730803,-2.368790059,7383.7314,1096.232,363.2,0,23.99909091,5506,12,-2.138639196,0.130798234,0.065970903,0.088085051,0.147180381,0.118118223,0.245563003,0.204284205,720.1750759,363.235791,484.9962893,810.3751776,650.3589341,1352.069897,1124.788835
SINGAPORE EXCHANGE LIMITED,2019,0.183417062,-2.383759574,9510.54867,1090.849,391.098,0,24.1175,5907,12,-5.715064935,0.111874042,0.072737781,0.087142523,0.141443489,0.115907062,0.258809855,0.212085249,660.8399651,429.6620714,514.7508839,835.5066912,684.6630123,1528.789811,1252.787565
SINGAPORE EXCHANGE LIMITED,2020,0.176084013,-2.093982862,9171.838962,1244.848,471.815,0,25.37642857,7523,14,2.048334439,0.169781757,0.069801337,0.112396834,0.145515569,0.104005986,0.211444149,0.187054369,1277.268157,525.1154563,845.5613822,1094.713625,782.4370325,1590.69433,1407.210017
SINGAPORE EXCHANGE LIMITED,2021,0.147361003,-1.92588838,10410.9886,1384.909,445.406,0,22.69941176,18311,34,0.953290325,0.098289348,0.087362682,0.102707772,0.08350362,0.100410758,0.216555751,0.311170068,1799.77626,1599.698071,1880.682012,1529.034794,1838.621392,3965.352353,5697.835118
SINGAPORE TECH ENGINEERING LTD,2015,0.064760958,-0.515866152,9986.920804,2132.052,529.039,0,17.75210526,6782,19,5.049871824,0.140195625,0.1415018,0.215755247,0.173062735,0.081630707,0.116284425,0.13156946,950.8067293,959.6652057,1463.252088,1173.71147,553.6194552,788.6409723,892.3040799
SINGAPORE TECH ENGINEERING LTD,2016,0.057921211,-0.572688183,11781.61826,2182.262,484.514,0,11.38117647,4492,17,-6.992947171,0.142907687,0.163513433,0.124514192,0.19456765,0.091581383,0.150482275,0.132433379,641.9413315,734.5023427,559.3177514,873.9978848,411.3835718,675.9663805,594.8907373
SINGAPORE TECH ENGINEERING LTD,2017,0.062637837,-0.701611245,10905.0284,2215.011,502.632,0,12.39705882,5181,17,17.87681727,0.136377994,0.180048247,0.161030245,0.151571186,0.093642023,0.159597336,0.117732969,706.5743848,932.8299692,834.297701,785.290313,485.1593202,826.8737974,609.9745144
SINGAPORE TECH ENGINEERING LTD,2018,0.06526337,-0.847981028,12229.59248,2246.377,494.241,0,12.6625,4861,16,14.82995567,0.116740911,0.140335769,0.175554971,0.179091787,0.091913349,0.186452824,0.10991039,567.4775677,682.1721748,853.3727131,870.5651748,446.7907875,906.3471754,534.2744067
SINGAPORE TECH ENGINEERING LTD,2019,0.060700379,-0.413300499,10344.26178,2222.279,577.945,0,16.81545455,7571,24,12.70553557,0.128525803,0.129380838,0.186139704,0.145166482,0.090388891,0.173132261,0.14726602,973.0688581,979.5423281,1409.263698,1099.055434,684.3342971,1310.784345,1114.95104
SINGAPORE TECH ENGINEERING LTD,2020,0.052372993,-0.356222722,12057.10536,2292.614,521.84,0,13.88555556,19670,55,17.32497248,0.08381251,0.077566286,0.107450936,0.106960509,0.076808229,0.448669649,0.09873188,1648.592078,1525.72885,2113.559915,2103.913215,1510.817864,8825.332002,1942.056076
SINGAPORE TECH ENGINEERING LTD,2021,0.054256229,-0.338253976,12766.04208,2412.762,570.54,0,20.23157303,39229,89,5.079849724,0.085769971,0.081634014,0.113002572,0.11720358,0.109751535,0.371565208,0.121073119,3364.670184,3202.420754,4432.977917,4597.779256,4305.442965,14576.13153,4749.577391
SINGTEL,2015,0.089892742,-2.403029173,65651.66852,24733.3,3781.5,0,17.6337037,22156,56,14.31995628,0.166291171,0.090504818,0.194380518,0.141552701,0.1551807,0.122215793,0.129874298,3683.515726,2004.772232,4305.722854,3135.533884,3437.407694,2707.202035,2876.845576
SINGTEL,2016,0.088849714,-2.314016418,66296.15616,24966.8,3870.8,0,20.84055556,24484,56,9.502445042,0.176988739,0.091487608,0.170365242,0.156880433,0.139081594,0.10647818,0.158718203,4333.392295,2239.982591,4171.222594,3841.060522,3405.273746,2607.011758,3886.056493
SINGTEL,2017,0.079775625,-2.332161526,63001.74656,28191.2,3852.7,0,14.77046154,28065,68,13.03423721,0.148672767,0.148613904,0.145145108,0.147714645,0.171225586,0.09955971,0.13906828,4171.609158,4169.95753,4072.626598,4144.72523,4804.418715,2793.545908,3902.11686
SINGTEL,2018,0.112855832,-2.642436275,52391.97327,29714.7,5473,0,13.17316667,25969,61,11.50975664,0.153601157,0.146641129,0.123575364,0.146785829,0.16715551,0.105377749,0.156863262,3987.332432,3806.657074,3207.892866,3810.413344,4339.189874,2735.500992,4072.013419
SINGTEL,2019,0.063263061,-2.400187954,54185.28508,29837.8,3094.5,0,11.97016949,26096,62,12.08602432,0.147839039,0.144806103,0.131776569,0.150237235,0.174032729,0.103566784,0.147741541,3858.007571,3778.860062,3438.841354,3920.590876,4541.558098,2702.678791,3855.463248
SINGTEL,2020,0.021950816,-1.863901534,40802.7475,26789.2,1074.6,0,14.12109375,28489,65,12.87764531,0.16853129,0.142835354,0.145852779,0.151521896,0.154293024,0.09945386,0.137511796,4800.445276,4068.522233,4154.470546,4315.949691,4394.882498,2832.843745,3916.886011
SINGTEL,2021,0.011535801,-1.842935909,37638.48852,26485.8,553.7,0,13.11056338,36588,74,13.21321192,0.121237353,0.137418317,0.14839289,0.132483242,0.16069495,0.117727504,0.182045744,4435.347309,5027.311706,5428.805504,4846.766917,5878.864045,4306.943008,6659.961511
THAI BEVERAGE PUBLIC CO LTD,2015,0.145394158,-3.028480314,17074.8,4392.833,1003,0,14.32441176,41541,140,13.77668668,0.336987589,0.153587603,0.096019263,0.089813836,0.116535828,0.117270776,0.089785106,13996.77949,6379.26109,3988.160103,3730.417675,4840.315597,4870.841674,3729.224371
THAI BEVERAGE PUBLIC CO LTD,2016,0.131570576,-2.988606351,21720.15,4730.832,972.7893,0,21.07506173,39760,84,10.4046106,0.284032927,0.175338555,0.10545072,0.093582779,0.116950829,0.120504881,0.104139307,11290.30886,6969.707564,4191.666138,3719.915481,4648.79547,4790.069031,4139.537456
THAI BEVERAGE PUBLIC CO LTD,2017,0.176142946,-3.321519618,23101.223,5245.4757,1393.6098,0,12.77823944,44212,154,11.42568171,0.276824946,0.168360045,0.097987111,0.10769956,0.127690647,0.124922507,0.096515185,12237.87723,7442.860857,4331.8142,4761.18213,5644.948131,5522.574168,4266.743287
THAI BEVERAGE PUBLIC CO LTD,2018,0.042167216,-0.951936012,18488.925,5116.5835,745.4843,0,13.30613636,51771,191,17.02567111,0.290895375,0.143015526,0.110380555,0.108482072,0.117478399,0.126683578,0.103064494,15057.61729,7402.912689,5713.628649,5615.357518,6081.034381,6557.522046,5334.927427
THAI BEVERAGE PUBLIC CO LTD,2019,0.054537453,-0.991720795,19746.675,5237.2238,1004.6192,0,13.05486842,66461,232,16.41640401,0.323238126,0.137752165,0.105491445,0.112357637,0.113142453,0.115363585,0.092654589,21475.29463,9151.978331,7008.640636,7464.8167,7516.958264,7664.525851,6155.785592
THAI BEVERAGE PUBLIC CO LTD,2020,0.053877772,-1.246502509,20846.0393,6160.087,1009.0131,0,13.09897321,74222,240,13.80029081,0.319578013,0.131504759,0.128797038,0.101093291,0.107312202,0.115370049,0.096344647,23719.71928,9760.546218,9559.573758,7503.346278,7964.926262,8562.995776,7150.892423
THAI BEVERAGE PUBLIC CO LTD,2021,0.05542578,-1.428810309,16327.19075,6898.724,1056.9591,0,12.82810078,82926,276,14.726382,0.301754927,0.140749023,0.130446073,0.098593018,0.099597115,0.117267976,0.111591868,25023.32906,11671.75347,10817.37104,8175.924649,8259.190397,9724.56418,9253.867205
UNITED OVERSEAS BANK LTD,2015,0.010154384,0.741445799,30122.5428,30768.406,3208.899,0,24.27,7135,18,27.43015884,0.302669462,0.053560901,0.085924749,0.159962226,0.059491958,0.132325954,0.206064749,2159.546615,382.15703,613.0730859,1141.330485,424.4751172,944.1456813,1470.271986
UNITED OVERSEAS BANK LTD,2016,0.009105992,0.750054466,36050.65332,32873.189,3096.289,0,27.00631579,8781,20,20.26630369,0.31854622,0.109991946,0.089617599,0.205481245,0.049431096,0.102265566,0.124666329,2797.154355,965.8392762,786.9321341,1804.330812,434.0544574,897.9939336,1094.695032
UNITED OVERSEAS BANK LTD,2017,0.009454443,0.713786359,50095.79349,36849.934,3390.291,0,22.65870968,12448,33,16.6877058,0.266149591,0.097827123,0.088305075,0.179655521,0.079388391,0.136856523,0.151817776,3313.030109,1217.752022,1099.221577,2236.351931,988.226687,1703.590002,1889.827673
UNITED OVERSEAS BANK LTD,2018,0.010327441,0.74307333,46273.34213,37623.096,4008.001,0,21.923,17996,42,19.76978576,0.233223674,0.154244723,0.097759451,0.141022194,0.075222493,0.139900874,0.158626591,4197.093231,2775.788043,1759.279078,2537.835397,1353.703987,2517.656126,2854.644137
UNITED OVERSEAS BANK LTD,2019,0.010739995,0.734732118,32866.18147,39636.51,4343.346,0,24.17885714,39762,72,1.338174511,0.119310196,0.103401916,0.12560065,0.103987514,0.120420848,0.199516066,0.227762809,4741.745125,4109.502365,4991.746635,4132.775772,4785.885756,7929.367019,9051.977328
UNITED OVERSEAS BANK LTD,2020,0.006750592,0.771600407,44513.60882,40901,2915,0,24.49963303,59614,110,-7.857944855,0.111634521,0.074459941,0.146070972,0.08948586,0.123045814,0.165606183,0.289696709,6654.980307,4438.854916,8707.874931,5334.610059,7335.253182,9872.446971,17269.97963
UNITED OVERSEAS BANK LTD,2021,0.008871753,0.773034869,50494.09967,42633,4075,0,21.73755725,70205,132,-2.715733022,0.106728453,0.108982336,0.116064072,0.089587005,0.146174151,0.156440925,0.276023059,7492.871016,7651.104892,8148.278177,6289.455685,10262.15627,10982.93512,19378.19884
UOL GROUP LIMITED,2015,0.034030035,-2.948973318,4872.86028,7894.175,391.389,0,9.973968254,15235,70,21.85574515,0.122896312,0.209685491,0.122458439,0.1632278,0.124412513,0.140049132,0.117270313,1871.58794,3193.300343,1864.919562,2485.796162,1894.67816,2132.808229,1785.909604
UOL GROUP LIMITED,2016,0.024834446,-3.005509121,5857.56808,8127.154,287.04,0,12.68375,9999,28,12.67096149,0.111874537,0.308910354,0.082654671,0.162915683,0.154477333,0.072803018,0.106364404,1118.633494,3088.794628,826.4640523,1628.993919,1544.618857,727.9573745,1063.537676
UOL GROUP LIMITED,2017,0.044835806,-2.945260813,7288.62838,9451.133,880.239,0,8.68442623,17914,74,11.34239701,0.101316828,0.214008271,0.102799568,0.177640227,0.201369195,0.091936553,0.110929357,1814.989649,3833.744175,1841.551469,3182.247028,3607.327763,1646.951413,1987.188502
UOL GROUP LIMITED,2018,0.020285971,-2.716512502,6412.78719,9621.051,418.304,0,16.02636364,17262,38,9.121182116,0.099795726,0.257144817,0.073033337,0.188580103,0.208853199,0.07296776,0.099625058,1722.673818,4438.833837,1260.701466,3255.269735,3605.223914,1259.569479,1719.727751
UOL GROUP LIMITED,2019,0.023183027,-2.695868632,5591.86134,10047.48,478.817,0,15.89545455,18594,37,12.59006401,0.087303849,0.249549362,0.089894505,0.184655401,0.204406865,0.081648365,0.102541653,1622.542041,4637.874887,1670.689368,3431.820636,3798.901591,1517.434862,1905.736616
UOL GROUP LIMITED,2020,0.000645005,-2.582814881,6540.1723,9788.141,13.141,0,10.52844828,20531,62,13.46117865,0.097758827,0.214065664,0.104689237,0.182204029,0.192898265,0.101148101,0.107235877,2007.086485,4394.982157,2149.374716,3740.83091,3960.394287,2076.671656,2201.659789
UOL GROUP LIMITED,2021,0.01444942,-2.615667488,6155.261928,10168.323,307.411,0,11.93203125,23889,70,17.89213851,0.102905563,0.22207108,0.094940614,0.174864163,0.150445242,0.120055655,0.134717682,2456.767408,5301.724972,2266.612223,4174.707034,3591.729697,2866.208715,3216.249951
VENTURE CORPORATION LIMITED,2017,0.14469699,-3.216587618,5957.255668,2165.75,454.957,0,17.82227273,6499,24,7.602732798,0.092942875,0.059880013,0.110778111,0.144144246,0.155056198,0.270983107,0.16621545,604.0357452,389.160205,719.946944,936.7934524,1007.710231,1761.119213,1080.23421
VENTURE CORPORATION LIMITED,2018,0.08206773,-3.184777518,4988.034978,2349.866,262.994,0,10.7425,5695,30,9.806647059,0.083228417,0.072083172,0.093585306,0.20244864,0.180726053,0.240927994,0.127000418,473.9858356,410.5136661,532.9683185,1152.945002,1029.23487,1372.084927,723.2673808
VENTURE CORPORATION LIMITED,2019,0.073659729,-3.310679335,4358.639666,2496.198,241.18,0,9.886363636,9817,33,2.818682566,0.068964693,0.13346363,0.099600091,0.177870973,0.203653401,0.21371473,0.102732484,677.0263863,1310.212457,977.7740904,1746.15934,1999.265435,2098.0375,1008.524792
VENTURE CORPORATION LIMITED,2020,0.142345875,-3.823574379,5867.359498,2586.45,461.139,0,12.99694444,12413,38,1.744233661,0.08018715,0.121538359,0.119046723,0.195284851,0.175363031,0.216689911,0.091889975,995.3630887,1508.655653,1477.726967,2424.07086,2176.781303,2689.771865,1140.630262
VENTURE CORPORATION LIMITED,2021,0.029733216,-3.02744103,5055.87624,2716.352,108.088,0,10.17060606,11680,34,-3.436260494,0.066287246,0.141016115,0.092487108,0.186774474,0.232470556,0.188029326,0.092935175,774.2350366,1647.068227,1080.24942,2181.525858,2715.256094,2196.182525,1085.482838
WILMAR INTERNATIONAL LIMITED,2015,0.026876804,-1.126372634,23182.8028,20397.9344,1406.405,0,6.219268293,25106,83,6.333979433,0.130034576,0.265569509,0.085300653,0.085927678,0.183928733,0.142362342,0.106876509,3264.648073,6667.388099,2141.558205,2157.300275,4617.714761,3574.148958,2683.241628
WILMAR INTERNATIONAL LIMITED,2016,0.025055827,-1.123824605,22424.782,20883.8838,1342.454,0,8.006585366,25218,82,11.77664035,0.129524375,0.249199482,0.083853384,0.111165724,0.185650322,0.142377667,0.098229046,3266.34569,6284.312528,2114.614647,2803.377219,4681.729829,3590.480002,2477.140084
WILMAR INTERNATIONAL LIMITED,2017,0.030174133,-1.145107007,20621.73962,21336.9371,1650.8412,0,10.8427,44865,103,10.49928381,0.122017173,0.289167387,0.081503945,0.114512633,0.163000692,0.133497459,0.096300712,5474.300465,12973.4948,3656.674479,5137.609276,7313.026033,5989.363509,4320.531439
WILMAR INTERNATIONAL LIMITED,2018,0.024358846,-0.846317663,23156.70398,21870.3927,1517.72,0,8.949067797,42557,119,9.764581608,0.121313832,0.280956517,0.088065975,0.119029152,0.166983825,0.130686755,0.092963945,5162.752753,11956.66648,3747.823682,5065.523623,7106.330646,5561.636218,3956.266602
WILMAR INTERNATIONAL LIMITED,2019,0.027891643,-0.936318348,21685.78361,22538.8696,1764.3389,0,11.14234568,44013,81,6.004463925,0.111787767,0.347089729,0.083956066,0.104046472,0.163256622,0.112818315,0.077045028,4920.114983,15276.46023,3695.158338,4579.397386,7185.413718,4965.472514,3390.982833
WILMAR INTERNATIONAL LIMITED,2020,0.031386152,-1.173915802,33075.61203,24949.2557,2115.8251,0,13.0675,64232,121,13.03488894,0.137513827,0.263910541,0.120222279,0.140987723,0.143048934,0.107621958,0.086694739,8832.788117,16951.50188,7722.117395,9055.92341,9188.319135,6912.773606,5568.576458
WILMAR INTERNATIONAL LIMITED,2021,0.032103713,-0.983403761,27764.8383,26849.414,2540.334,0,17.55886179,68472,123,12.49013724,0.156729598,0.237621223,0.132079711,0.149037378,0.103766609,0.125636212,0.095129269,10731.58902,16270.40038,9043.761967,10204.88733,7105.107278,8602.56268,6513.691336
YANGZIJIANG SHIPBLDG HLDGS LTD,2015,0.059725167,-1.995619077,2104.400635,4761.7594,538.1,0,26.1125,1827,4,28.71016818,0.186998179,0.158350257,0.117364437,0.156757925,0.06988863,0.132172759,0.178467813,341.6456729,289.3059201,214.4248266,286.3967291,127.6865271,241.4796305,326.0606938
